	d33009	d33018	d33031	d33039	d33120	d33209	d33211	d33369	d33413	d33430	d33451	d33455	d33512	others33013
1013_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10130_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10131_at	4	4	3	3	4	4	4	4	3	3	4	3	3	4
10133_at	1	1	1	1	1	1	1	1	1	1	2	1	1	3
10135_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10136_at	4	4	4	4	4	3	4	4	4	4	4	4	3	3
10137_at	3	2	2	3	3	3	3	3	3	2	2	3	2	3
10138_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1014_at	2	2	2	2	2	2	2	2	2	2	3	2	2	3
10140_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101410538_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10142_at	3	4	3	3	4	3	4	4	4	3	3	4	3	3
10143_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10144_at	1	1	1	1	2	1	1	1	1	1	1	1	1	3
10146_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10147_at	3	3	3	3	3	3	3	3	3	3	3	3	3	2
10148_at	4	2	4	3	1	2	2	2	3	2	4	2	3	4
1015_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10150_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10152_at	3	4	3	3	4	3	4	4	4	3	3	4	3	3
10153_at	3	3	3	3	3	3	3	4	3	3	3	4	2	4
10154_at	2	2	2	2	1	2	3	2	2	2	2	2	2	3
10155_at	1	1	1	1	1	1	1	1	1	1	1	1	1	3
10156_at	1	2	1	1	2	1	2	2	2	1	1	1	1	2
10157_at	2	3	2	2	3	2	3	3	3	3	2	3	2	3
10158_at	6	5	5	5	5	5	5	5	5	5	6	5	4	6
1016_at	1	1	1	1	1	1	1	2	1	2	3	3	2	4
10160_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10161_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10162_at	8	8	8	8	8	8	8	8	8	7	8	8	6	8
10163_at	2	3	2	2	3	2	2	2	2	2	2	2	2	1
10164_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10165_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10166_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10168_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10169_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1017_at	1	1	1	1	1	1	1	1	1	1	2	2	1	4
10170_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10171_at	6	6	6	5	5	5	6	6	5	5	6	6	4	5
10172_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10174_at	1	1	1	1	1	1	1	1	1	1	2	1	1	2
10175_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10179_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10180_at	3	3	3	2	3	3	3	3	3	3	3	3	3	4
10181_at	5	5	5	4	4	4	5	4	4	5	5	5	4	4
10184_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10186_at	1	1	1	1	1	1	2	2	1	2	3	2	2	4
10188_at	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1019_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10190_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927245_at	4	4	4	5	5	5	5	4	5	5	4	5	3	4
101927262_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
101927322_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927353_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927375_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927401_at	3	2	3	2	2	2	3	3	2	3	2	3	2	2
101927423_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927503_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927506_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927509_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927572_at	3	1	1	1	1	1	2	2	1	3	3	3	2	4
101927581_at	1	1	1	1	1	1	2	1	1	1	1	1	1	4
101927789_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927824_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101927844_at	3	2	2	2	2	1	2	3	2	2	3	3	2	5
101928093_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928095_at	1	1	1	1	1	1	1	2	1	2	3	1	2	5
101928108_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928120_at	4	3	4	4	4	4	4	4	3	3	4	4	3	3
101928147_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928208_at	2	2	1	1	1	1	1	2	1	1	2	2	1	3
101928212_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928268_at	4	4	4	4	4	4	5	4	4	3	4	4	3	4
101928343_at	3	2	2	2	1	2	2	2	3	1	2	2	1	3
101928422_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928436_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928448_at	4	4	4	4	4	4	4	4	4	4	4	4	3	3
101928527_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928548_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928592_at	5	4	5	4	4	5	5	5	5	5	5	5	4	5
101928601_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928603_at	3	1	3	2	3	2	3	2	3	2	4	3	2	6
101928635_at	1	1	1	1	1	1	1	1	1	1	2	1	1	3
101928638_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
101928722_at	2	1	2	2	1	1	2	2	2	2	2	2	2	3
101928764_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928841_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928879_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101928991_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929141_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929322_at	3	3	3	3	3	3	3	3	3	3	3	3	2	3
101929355_at	3	3	3	3	4	3	4	3	3	3	3	3	2	3
101929372_at	5	5	5	4	4	4	5	4	4	4	5	5	3	5
101929400_at	1	1	1	1	1	1	1	1	1	1	2	1	1	4
101929469_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929479_at	4	4	4	4	4	4	4	4	3	4	4	3	3	3
101929578_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929599_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929601_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929627_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929692_at	4	4	4	4	4	4	4	4	4	4	4	5	3	3
101929726_at	8	8	8	8	8	8	8	8	8	8	8	8	6	6
101929796_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929895_at	2	2	2	1	1	2	2	1	2	2	2	3	2	1
101929926_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929937_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929950_at	1	1	1	1	2	1	1	1	2	1	1	1	1	1
101929959_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101929983_at	1	1	1	1	1	1	1	1	1	1	2	2	1	2
101929989_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10193_at	4	4	4	4	4	4	5	4	4	4	4	4	3	3
101930307_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
101930434_at	1	1	1	1	1	1	1	1	1	1	1	2	1	1
10194_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10195_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10196_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10197_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10198_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10199_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1020_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10200_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10201_at	4	3	3	3	3	3	4	3	3	3	4	3	3	4
10202_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10203_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10204_at	4	3	4	3	3	3	3	4	3	3	4	3	3	4
10205_at	5	4	5	4	4	4	5	5	4	4	5	5	4	3
10206_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10207_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10208_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10209_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1021_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10210_at	5	5	6	5	6	5	6	6	6	5	5	6	4	6
10211_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10212_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10213_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10215_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10216_at	4	4	5	4	5	5	5	5	5	5	4	5	4	5
10217_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10218_at	5	4	4	4	5	4	5	5	4	4	5	5	3	2
10219_at	5	4	6	6	5	4	6	6	5	4	7	5	4	5
1022_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10220_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10221_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10223_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10224_at	3	2	3	2	2	3	3	3	3	2	4	3	3	5
10225_at	2	2	2	3	3	2	2	2	2	2	2	2	2	2
10226_at	5	5	5	5	5	4	4	5	5	4	6	4	4	5
10227_at	6	6	6	5	5	5	5	5	5	5	6	5	4	7
10228_at	4	5	4	4	4	4	4	4	4	4	4	4	4	3
102288414_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10229_at	1	2	2	2	2	2	2	2	2	2	2	2	2	2
10231_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10232_at	3	2	2	1	2	2	3	2	3	2	3	2	1	3
10233_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10234_at	5	5	5	5	5	5	6	5	5	5	5	5	4	3
10235_at	2	1	1	1	1	1	1	1	1	1	1	2	1	2
10236_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10237_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10238_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10239_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1024_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10240_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10241_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10242_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10243_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10244_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10246_at	1	1	1	1	1	1	1	1	1	1	3	2	1	5
10247_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10248_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10249_at	2	1	1	1	1	1	1	1	1	1	2	1	1	2
1025_at	2	2	2	2	2	2	2	2	2	2	2	3	1	4
10250_at	4	4	5	4	4	4	4	5	4	4	5	4	4	4
10252_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10253_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10254_at	3	4	3	3	3	3	3	4	3	4	3	4	3	4
10256_at	3	4	3	4	3	3	3	4	3	3	4	3	3	3
10257_at	1	2	1	2	2	2	2	1	1	1	2	1	1	3
1026_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10260_at	2	3	2	2	2	2	2	2	2	2	2	2	2	2
10261_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10262_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10263_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10265_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10266_at	4	4	3	4	4	4	4	4	4	4	4	4	3	5
10267_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10268_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10269_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1027_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10270_at	5	5	5	5	5	4	5	5	5	4	5	5	4	4
10272_at	3	3	4	3	3	2	3	3	3	2	3	2	2	4
102723383_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102723415_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102723534_at	2	2	1	2	1	1	2	2	2	2	2	2	2	2
102723555_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102723623_at	4	5	2	5	2	3	2	2	4	5	5	5	4	5
102723722_at	1	1	1	1	2	1	2	2	2	1	1	2	1	1
102723728_at	4	3	2	4	2	2	3	4	4	2	4	4	2	2
102723730_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102723750_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
102723796_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102723849_at	1	1	1	1	1	1	1	1	1	1	2	1	1	1
102723859_at	1	1	2	1	1	2	1	1	1	1	3	2	2	3
102723872_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102723899_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102723971_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724062_at	1	1	1	1	1	1	1	1	1	1	2	1	1	4
102724101_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724127_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724135_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724183_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724231_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724237_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724265_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724279_at	1	1	1	1	1	1	1	1	1	2	3	2	1	3
102724378_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724474_at	4	3	4	4	4	4	4	4	4	4	4	4	3	5
102724485_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724488_at	5	5	5	5	5	5	6	6	5	5	5	6	5	5
102724624_at	8	8	8	8	7	7	7	7	7	8	8	8	8	8
102724642_at	1	1	1	1	1	1	1	1	1	1	2	1	1	2
102724646_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724657_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724720_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724862_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724877_at	2	3	2	3	3	2	3	2	2	1	2	1	1	2
102724904_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
102724928_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724957_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102724965_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102725021_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
102725180_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10273_at	3	3	3	3	2	2	3	3	3	2	3	3	2	4
10274_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10276_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10277_at	5	4	4	5	5	4	5	5	5	4	4	5	4	3
10278_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10279_at	1	1	1	1	1	1	1	1	1	1	1	1	1	3
1028_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10280_at	6	5	5	5	5	5	5	5	5	5	6	5	4	6
102800317_at	2	2	2	1	2	2	2	2	2	2	2	2	1	2
10282_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10283_at	2	2	2	2	2	2	3	3	3	3	2	3	2	3
10284_at	3	2	3	3	3	3	4	4	3	3	3	3	2	2
10285_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10288_at	2	2	2	2	1	1	2	2	1	2	3	2	2	3
10289_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1029_at	5	6	6	5	6	5	5	5	5	5	5	5	4	6
10290_at	3	3	3	3	3	3	3	3	3	3	3	3	2	3
10291_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10293_at	5	5	5	4	4	4	5	4	4	4	5	4	4	5
10294_at	3	4	3	3	3	4	3	4	4	3	5	3	4	3
10295_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10296_at	4	3	4	3	4	4	4	4	3	3	3	4	3	2
10297_at	3	2	2	2	2	2	2	2	2	2	3	2	2	4
10298_at	2	2	2	2	2	2	2	2	2	1	2	2	1	2
10299_at	6	6	6	6	6	6	6	6	6	6	6	7	5	5
103_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1030_at	4	5	4	4	5	4	5	5	4	4	4	4	3	5
10300_at	1	1	1	1	1	1	1	1	1	1	2	1	1	3
10302_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10307_at	3	3	2	3	3	3	3	3	3	4	4	4	3	6
10308_at	4	4	4	3	4	3	4	4	3	3	4	3	3	4
10309_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1031_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10311_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10312_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10313_at	4	4	4	4	4	3	4	4	4	4	4	4	3	4
10314_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10316_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10317_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10318_at	4	6	4	6	6	4	5	5	5	3	4	3	3	2
10319_at	4	4	4	4	4	4	4	4	4	4	5	4	4	4
1032_at	4	4	4	4	4	3	4	4	3	4	4	4	3	4
10320_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10322_at	2	3	3	3	3	2	3	3	3	2	3	3	2	1
10324_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10326_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10327_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10328_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10329_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1033_at	2	3	1	2	2	2	3	2	2	2	3	2	2	2
10330_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10331_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10332_at	4	1	3	1	1	1	1	1	1	1	4	1	1	2
10333_at	4	4	3	2	4	3	4	4	3	4	3	4	2	3
103344718_at	2	1	1	2	1	2	1	1	2	2	2	2	1	1
10335_at	2	2	2	2	2	1	2	2	2	2	2	2	2	3
10336_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10342_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10343_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10344_at	2	1	1	1	1	1	3	1	1	1	1	1	1	1
10345_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10346_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10347_at	6	6	6	5	5	5	6	5	5	5	6	5	5	7
10349_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10350_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10351_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10352_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1036_at	3	4	4	3	4	3	4	4	5	4	3	5	3	4
10360_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10361_at	4	5	4	4	5	4	4	5	4	4	4	4	3	4
10362_at	7	6	6	6	6	6	7	6	6	6	7	6	5	7
10363_at	2	3	3	2	3	2	3	3	2	2	2	2	2	2
10365_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10367_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10368_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10369_at	6	6	6	6	6	5	6	6	5	6	6	5	5	6
10370_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10371_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10376_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10379_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10380_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10381_at	3	2	3	3	3	3	4	4	4	3	4	4	3	4
10382_at	2	2	2	2	1	1	1	2	2	2	4	3	2	5
10383_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10384_at	7	6	6	6	6	6	6	6	5	6	7	6	5	6
10385_at	6	5	5	4	5	5	5	5	4	5	6	6	4	5
10388_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1039_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10390_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10391_at	1	2	1	1	2	1	2	1	1	1	1	1	1	2
103910_at	7	8	7	7	8	7	7	7	7	7	8	7	6	6
10392_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10393_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10394_at	1	1	1	1	1	1	1	2	1	1	1	2	2	1
10395_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10396_at	3	2	3	1	1	2	3	2	2	2	3	2	2	3
10397_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10398_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
104_at	4	4	4	4	4	4	5	4	4	4	4	4	3	4
1040_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10400_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10402_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10403_at	6	5	6	5	6	6	6	6	6	6	5	6	4	6
10404_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10406_at	1	1	1	1	1	1	1	1	1	2	1	1	1	1
10407_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10408_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10409_at	6	5	6	5	5	4	4	4	5	4	6	5	4	5
1041_at	4	3	3	4	4	4	4	4	4	3	4	4	3	5
10410_at	8	8	8	8	8	7	8	8	8	8	8	8	7	7
10411_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10412_at	2	1	2	1	1	1	2	1	2	1	1	1	1	1
10413_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10417_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10418_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10419_at	1	1	1	1	1	1	2	1	1	1	2	2	2	3
10420_at	3	3	3	3	3	3	3	3	3	3	4	3	3	4
10421_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10422_at	6	5	5	6	5	6	5	5	5	5	6	6	5	5
10423_at	5	6	5	5	5	4	5	5	5	4	6	4	5	6
10424_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10425_at	3	2	3	3	2	3	3	2	2	2	3	2	2	2
10426_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10427_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10428_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1043_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10430_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10432_at	4	4	3	3	3	3	3	3	3	3	3	3	2	4
10434_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10435_at	5	6	5	5	5	5	5	5	5	5	5	5	4	5
10436_at	5	5	5	5	5	5	5	5	5	4	5	5	4	5
10437_at	1	1	1	1	1	1	2	2	1	1	1	1	1	1
10438_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10439_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1044_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10440_at	5	5	5	4	5	5	5	5	5	5	5	5	4	4
10443_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10444_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10445_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10446_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10447_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10449_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1045_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10450_at	5	5	5	5	5	4	5	5	5	4	5	5	4	3
10451_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10452_at	2	1	2	1	1	1	2	2	2	2	3	3	2	5
10454_at	3	3	3	2	3	3	3	3	3	3	3	3	3	3
10455_at	2	2	2	2	2	2	3	3	2	2	3	3	2	4
10456_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10457_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10458_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10459_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10460_at	2	1	1	1	1	1	1	1	1	1	2	2	1	2
10461_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10462_at	2	1	2	2	2	1	2	1	1	1	3	2	2	4
10463_at	1	1	2	1	1	1	2	1	2	2	2	2	1	4
10464_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10465_at	3	3	3	3	3	3	3	3	3	3	2	3	2	2
10466_at	2	3	3	3	3	3	3	3	4	2	2	3	2	4
10467_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10468_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10469_at	4	3	3	3	3	3	3	3	3	3	4	3	3	5
1047_at	3	3	3	3	3	3	3	4	4	3	3	4	3	3
10471_at	5	4	4	4	4	3	4	4	4	4	5	4	3	6
10472_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10473_at	5	4	4	4	4	4	5	5	4	4	5	4	4	5
10474_at	4	3	4	4	3	4	4	4	3	4	4	4	3	4
10475_at	5	5	5	4	5	5	5	5	4	4	5	5	4	4
10476_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10477_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10478_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1048_at	1	1	2	1	1	1	1	1	1	1	1	1	1	1
10480_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10481_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10482_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
10483_at	5	5	5	5	4	5	5	5	5	5	5	5	4	4
10484_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10485_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10486_at	2	4	2	3	4	3	3	3	3	2	3	3	2	4
10487_at	3	3	3	3	3	2	3	3	2	3	3	2	2	3
10488_at	6	6	6	6	6	5	6	6	6	6	6	6	5	6
10489_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10490_at	1	1	1	1	1	1	1	1	1	1	2	1	1	1
10491_at	4	3	3	3	3	3	3	3	3	3	4	3	3	4
10492_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10493_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10494_at	4	4	4	4	4	3	4	3	3	3	4	4	3	4
