	d33009	d33018	d33031	d33039	d33120	d33209	d33211	d33369	d33413	d33430	d33451	d33455	d33512	others33013
100505573_at	3.752041969	5.002324777	4.723631288	4.74370086	5.06012338	4.296234825	5.34765803	5.187552889	4.744365786	4.857884819	4.487143974	5.708670761	3.90972264	4.603172428
100505591_at	6.503134992	6.602156305	6.427495919	6.747665757	7.862829092	7.726105516	6.936451312	7.80014317	7.099326959	6.629806467	7.189452826	6.848070272	7.289873815	5.632469796
100505679_at	0	0	0	0.100303478	0	0	0.102586024	0.195880599	0	0	0.387604784	0	0	0.374983087
100505724_at	6.125425144	6.931378957	6.671796176	6.519889353	7.331941233	7.486674168	7.47126271	6.832659284	8.044833024	7.927187254	5.760583388	8.166819241	5.693870509	5.9180278
100505741_at	1.627148746	3.108880407	1.553144623	1.662244024	2.434824178	2.21291707	1.922456084	2.164215099	2.622218738	2.751888718	1.790836772	2.621368882	2.351507998	3.779003613
100505753_at	0.135689355	0	0	0	0	0.42578686	0	0.302407965	0.22980718	0	0.22002534	0.109050132	0	0.964936201
100505767_at	0.167860338	0	0	0	0	0	0	0	0	0	0.270399209	0	0	0
100505841_at	0	0	0	0	0	0	0	0	0	0	0	0.18733131	0	0
100505876_at	0.09920172	0	0.145110228	0	0	0.08671308	0	0.324788685	0.087215892	0.061889082	0.502033845	0.19116129	0	0.22870219
100505989_at	0	0	0	0	0	0	0	0	0	0	0	0.055293391	0	0
100505993_at	0	0	0	0.434888742	0	0	0	1.275695044	0	0	0	0.309465727	0.669277427	0
100506012_at	4.660711328	4.310696177	4.272678961	4.316569522	4.399742854	3.980391355	4.453141278	3.981287341	4.106988829	4.581691409	4.265527392	4.516481991	4.03815474	6.578254222
100506013_at	0	0	0	0.084901497	0	0	0	0	0	0	0.230192863	0.168212892	0	0
100506049_at	0	0	0	0.554707837	0	0	0	0.395802636	0	0	0	0	0	0.71749638
100506084_at	0.178608487	0	0.177103925	0	0	0.054129514	0.074018655	0.073054183	0.106913584	0	0.287089049	0.143955791	0.175611261	0.277432106
100506115_at	0.203058166	0	0.153594299	0	0	0	0	0	0.179279829	0	0.171522549	0.163926555	0.199678324	0
100506127_at	0.373557099	0.398401025	0.279051503	0.283912784	0.457887577	0.121925172	0.702554041	0.659069834	0.357185319	0.391748781	1.2778694	0.396141788	0.614276442	2.131844219
100506144_at	0.221168859	0	0.317641992	0.255765419	0	0	0	0	0	0	0	0	0	0
100506243_at	0	0	0	0.332598432	0	0	0	0	0	0	0.454157305	0.234286583	0	0
100506248_at	0	0	0	0	0	0	0	0.450797831	0	0	0	0	0	0
100506374_at	0	0	0.349910909	0	0.455500631	0.402048768	0	1.207804859	0	0	0.693261169	0.527095048	1.293252479	0
100506422_at	0.50810537	0	0.534348584	0.646055937	0.313290046	0.505799684	0.283122386	1.650434588	0.963802346	1.437431758	3.331745406	2.156197119	1.850565316	5.44296565
100506514_at	0.343268153	0.150529017	0.262633947	0.109192854	0.26609573	0.303090258	0.164422417	0.3979247	0.497298	0.456475066	0.742581305	0.691441595	0.481050162	1.708838931
100506540_at	3.79258374	3.832332406	3.441617137	3.007355585	3.903873776	4.181540241	3.058513894	3.559303997	3.252960698	3.197352516	2.922689149	3.531953644	3.256197427	3.393529096
100506564_at	0.058613293	0	0	0	0	0	0.136688027	0	0	0.071852983	0.352856073	0.411569546	0	0
100506571_at	0.401362065	0.15388017	0.18426202	0.280465549	0	0.05641511	0.03907621	0.148420454	0.111343591	0.040143861	0.342476924	0.285576205	0.124342343	0.151316557
100506581_at	0.841569822	0	0	0.549542094	0.339608435	0	0	0	0	0.21731268	0.732547512	0.275236719	0.332615701	0
100506650_at	0.240714829	0.375571392	0.344747731	0	0	0	0	0.515386679	0.398285437	0.291161042	0	1.108730264	0	0
100506658_at	0	0.341584681	0.187231404	0	0	0.216927183	0	0.581088646	0.315957463	0.395845207	0	0.05256856	0	0
100506736_at	4.279883155	4.412695793	3.638581724	4.466522376	4.841929162	4.944474395	4.317721853	4.727613179	4.698056179	4.37097245	4.248799977	4.955091607	4.064715048	4.869048382
100506742_at	0	0.508190304	0	0.138328136	0	0.534877132	0.270232948	0.858378219	0.379621502	0.885057887	1.003715026	0.269392673	0.591218508	1.411111418
100506888_at	0	0	0.165268208	0.131707249	0	0.191706641	0.134671721	0	0.192778959	0	0.348011762	0.475124128	0	0.479312319
100507003_at	0.713886179	1.20822276	0.162166271	0.643538239	1.193638145	0.188140049	1.286006789	0.463078068	0.76607072	1.059453235	0.618035523	0.594291401	0.703814836	1.110214534
100507027_at	0	0	0	0	0	0	0	0	0	0	0.552232429	0	0	0
100507050_at	0	0.123839355	0.315094163	0.08960534	0	0.131282772	0	0	0	0.094110175	0.242300052	0.06153766	0	0
100507055_at	2.737485764	3.025261621	2.052670337	3.000326194	3.131959201	2.445143778	1.939937206	1.468727887	2.508562963	1.582461753	2.480099322	2.268801443	2.466718721	3.736399737
100507096_at	1.046086544	1.370378161	1.005339817	0.539402479	1.11633266	1.81869433	2.435244134	2.41944396	1.33664515	1.281398865	0.570664434	1.586916836	1.09830285	1.520585494
100507203_at	0	0	0	0.099493534	0	0	0	0.194349161	0.146370447	0	0.384761575	0	0	0.372221012
100507221_at	0.163389675	0	0	0	0	0	0	0	0	0	0.263436778	0.252112426	0	0
100507290_at	4.120919244	3.547359786	3.71116932	3.205240165	3.509656959	3.00022694	2.722225089	3.257085553	2.472727726	3.662256327	3.841610472	2.917029252	3.677082476	4.90555145
100507341_at	0.125585809	0.200305151	0.182952524	0.145979352	0.449693715	0.212018163	0	0.28104042	0.213195925	0.153171556	0.204072179	0.366984275	0	0
100507421_at	2.352370313	1.658904276	2.081323383	2.332439477	1.885001527	2.292450129	2.428071279	2.504292656	2.895461942	2.646257124	2.092626707	2.005797723	1.6683398	2.815927133
100507436_at	0.173532163	0.14359776	0.361782398	0.104096749	0	0	0	0.3810033	0.153030146	0.109302936	0.279215044	0.327013265	0.170615181	0.945142463
100507462_at	6.701438296	7.955734772	7.322868937	7.849470899	7.784758804	7.671812459	7.091364704	7.109574933	6.863816402	7.450515471	7.803610771	8.150642049	8.374125646	4.705568944
100507527_at	0.06250808	0	0.091970449	0.142324293	0	0	0.145515902	0.14366507	0	0	0.199060031	0.049985878	0	0.714716936
100507537_at	0	0	0	0	0	0	0	0.541853747	0	0	0	0.20599335	0	1.516441837
100507588_at	4.802699288	5.083791861	5.06754653	4.50880065	4.798535224	5.351986364	5.426790169	4.203719069	5.485264766	4.776254464	5.194928887	5.29868934	5.016375152	4.762257206
100507607_at	1.051482656	1.054238377	1.020601715	1.224564587	0.503293617	0.680122496	1.53973894	1.855327212	1.494479257	0.328476209	2.476838763	0.254408582	1.108020422	3.118102122
100507608_at	0.397574653	0.603690377	0	0.455725996	0.711918231	0	0.464909076	0	0	0	0.613605417	0.813827154	0	0
100507650_at	7.523596512	6.460734571	7.512048077	7.025625425	7.740096591	6.893580468	7.447765261	7.077282793	7.185869804	7.187816238	7.082186511	7.407678604	6.99688939	5.624422192
100507679_at	0.51989602	0.170410438	0.155509823	0.04247437	0.140947902	0.122794554	0.166499807	0.24006553	0.063069954	0.210577999	0.512335801	0.38381551	0	0.167587095
100507747_at	7.506130636	8.106837806	7.614074344	8.036998433	8.76827592	8.507755037	8.285030719	8.046579721	8.367715748	7.598197463	7.601452194	7.879411121	7.916345348	5.959843477
10051_at	0.070390137	0.057887811	0	0	0	0	0.042587502	0.082863559	0	0.086211535	0.059031756	0.237739663	0.198278314	0.568194044
100510707_at	4.521133532	4.256429803	4.26424641	4.26045581	5.158590132	5.759778803	4.167756304	5.43748707	5.1405416	5.092649425	4.592770124	5.250248627	4.197685304	3.890048933
10052_at	5.330921502	4.787757821	4.921161904	4.96450129	4.649919012	5.491692778	5.054179596	4.582035064	4.635241997	4.567921514	5.250973461	4.799462883	5.047883917	5.836976861
100526767_at	0	0	0	0.074770393	0	0	0	0	0	0.078549556	0	0.051267084	0	0
100526771_at	3.841086228	2.597056961	3.887173175	2.832536642	5.18613473	3.013465385	4.069380135	4.586250429	4.36700585	4.232734387	3.758798585	4.192117005	3.045915879	5.716587131
100526773_at	0.219846771	0.182416596	0	0.366340061	0	0.363471271	0.479773528	0.98048747	1.106294148	0.266309653	0.754893896	0.258928851	0.216207873	1.918682186
100527963_at	0	0	0	0	0	0	0.450945271	1.06080622	0	0	0	0	0	0
100528020_at	0.135108503	0	0	0	0	0	0.304860877	0.301184052	0	0.16466935	0	0.209555202	0.254414227	0
100528064_at	0.187852574	0.296001542	0	0.217620715	0	0	0	0.410179893	0	0	0	0.15149917	0	0
100529215_at	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10053_at	3.572553071	4.301958311	3.909962921	3.664472372	3.687216318	2.753539602	3.349982003	3.456913359	3.955334455	3.782307198	3.988404702	4.335241721	3.739979712	5.235324031
100533105_at	0	0	0	0	0	0	0.056927406	0	0	0	0	0	0	0
100533106_at	0	0	0	0.160273864	0	0	0	0	0	0	0	0	0	0
100533177_at	0.923118276	0.315689573	1.221741415	0.432691396	0.378884318	0.333410286	0.237560457	0.436386673	0.606995219	0.634006731	0.584076898	0.561398619	0.66614246	1.661213912
10054_at	0.130480613	0	0.098093741	0.151628087	0	0	0.079589742	0.153051949	0	0.302354449	0.396465228	0.249037361	0.12825545	0.296826511
10055_at	4.77398953	3.982764454	4.602448947	3.890451964	4.755295165	4.127093015	4.157407639	4.308593311	3.90631765	4.668698508	4.869195394	4.260670252	4.889684336	4.020310601
10056_at	0.044243597	0	0.187623853	0	0	0.406249597	0.153104532	0	0.076600084	0	0.142812287	0.403089543	0	0
10057_at	5.148335827	5.56659267	4.414293172	5.850907521	5.735118217	6.084255032	4.376184043	4.832918784	4.602006663	4.818771492	5.036673622	4.515437741	5.018713723	5.053842981
10058_at	1.411890973	0.318759124	0.607601723	0.913683364	0.855651162	0.433395159	0.239932256	0.77743238	0.842479177	0.994024238	1.377149362	1.679836527	0.840694496	1.777864979
10059_at	0.135911948	0.147762121	0.37151273	0.054573557	0.261388924	0	0.211440643	0.108179557	0.489140497	0.057352094	0.350567492	0.423125399	0	0.562481102
1006_at	0.017510484	0	0.025954357	0.020479476	0	0.060060715	0	0.041069181	0.060412204	0.042753526	0.113170367	0.055042665	0.067603813	0.160763125
10060_at	5.003789723	5.343640851	5.130866866	6.348017975	4.986098293	3.86199118	4.736645715	4.799147916	4.790324957	2.745055108	4.906381633	5.140226983	5.098167478	4.243901692
10061_at	0.306901972	0.133626672	0.23412713	0.429652426	0.308381336	0.072552293	0.320266613	0.356452667	0.651425571	0.409724868	0.42923422	0.332862443	0.081620363	0
10062_at	6.018945819	6.596904925	6.016840439	5.871166691	6.318501011	6.816188884	6.303497745	6.869760634	6.609187123	6.469016095	5.810400259	6.591719931	5.856262995	6.153815723
10063_at	0	0	0	0	0.789499112	0	0	0	0.708741774	0	0	0.365643115	0	0
100652748_at	5.762565301	2.946474577	5.173961723	3.35789213	2.30929046	2.301644712	2.524715708	3.77210348	2.577813341	2.871146954	5.584704548	2.1510257	4.276159459	5.363458045
100652777_at	0	0.504494094	0.250971679	0	0	0	0.205605665	0	0	0	0.279215044	0.139817187	0	0
100652824_at	0.987847432	0.147101183	1.21130535	0.508000204	0.260263657	0.651188875	0.898445532	0.763418698	0.755865918	0.682978408	1.571011356	1.188160012	1.582931752	1.535184005
100652833_at	0	0	0	0.065151772	0	0	0	0	0	0	0	0.170772413	0	0.251500314
100652871_at	0	0	0	0.821104385	0	0.464650321	0	0.600489828	0	0	0	0.430420482	0	1.63569326
100652901_at	0.125943726	0	0.183463825	0	0	0	0	0	0	0	0	0.101151252	0	0
100653133_at	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100653515_at	0.77163818	0	0.79570097	0.114762953	0.191813662	0	0.117361368	0	0.455747488	0.686772963	0.161111795	0.225176679	0	0
10066_at	0.155018412	0.722615902	0	0.262083717	0.155805121	0.135826937	0	0.181574294	0	0.274476342	0	0.345904785	0	0.629948921
10067_at	3.153247994	2.945832966	2.602249751	2.476492874	2.355139098	2.390165454	3.742395354	3.646915842	2.729690281	3.233338423	3.706220933	3.549841769	3.114379327	5.12427689
10068_at	0.056000083	0	0.160501536	0.1278661	0.3088832	0.096115438	0.250624964	0.247547402	0.352998851	0	0.482060672	0.211090781	0.108020109	0.252215422
10069_at	0	0	0	0	0	0	0	0	0	0	0	0.182470125	0	0.861822725
1007_at	0.20102398	0.113187084	0.530596989	0.232716284	0.137778434	0.333700684	0.675581007	2.785046438	1.151676602	3.234021091	4.694604965	4.440493859	3.85898837	7.171189701
10071_at	0.117041605	0.086114629	0	0.092152885	0.053473537	0.023388576	0	0.122761105	0.091890785	0.18747678	0.444456492	0.458175313	0.221574014	0.397526947
10072_at	0.995790742	0.406659585	1.024701059	1.426379117	1.070008385	1.494142278	1.208216501	1.197240212	1.310146301	1.113145171	1.659545767	1.412644309	0.370651233	0.565449374
10073_at	0.109526124	0.175255379	0	0	0	0	0	0	0	0	0.33746978	0.323303941	0	0
10076_at	4.530430713	4.049166699	4.824283596	3.938171805	4.087097964	4.669701192	4.830460099	4.916136404	4.391347307	4.31755389	4.410671232	4.830548749	4.242340893	4.622278379
10077_at	0.546750961	0.087982836	0.228049429	0.124212956	0	0	0.127016066	0.447009497	0	0.066662641	0.089703268	0.2429841	0.104913546	0.637856662
10078_at	3.590511616	3.173691294	3.980735807	3.921178389	2.469282887	2.511813201	3.575847354	3.028961828	3.212113851	3.061884167	3.749711418	2.686541048	3.587888402	4.85538402
10079_at	0.259982274	0.331928364	0.435365703	0.216396886	0.905730806	0.141577864	0.670463093	0.247049048	0.9768177	0.196498212	0.672472741	0.150627969	0.054902548	0
1008_at	0.386195225	0.516865591	0.406996713	0	0.12190034	0.384371398	0.705369552	2.554196012	1.105464957	3.151271669	4.21578009	4.013616984	3.388853679	6.724683488
10081_at	0.147316343	0.233955331	0.213897941	0.249504007	0.148065938	0	0.254895508	0	0	0	0.62182149	0.677323926	0.508292083	0.603023114
10082_at	0.012672041	0.041095542	0	0.044025247	0	0	0.015172528	0.029787901	0.022115931	0.061376337	0.082641585	0.059556037	0.049156997	0.376370105
100820829_at	0	0	0	0	0	0	0	0.203042729	0	0	0	0.07160171	0	0
10083_at	0.094534225	0	0.070850691	0.083333956	0.226765017	0.041899545	0.21699216	1.029207558	0.439074032	0.624909705	1.505112124	1.0647746	0.949491215	2.816994309
10085_at	0.090028914	0	0.067447827	0.104856103	0	0	0	0	0	0	0.147404004	0.140824652	0.08847256	0.697404749
10086_at	0	0	0	0	0	0	0	0.122051391	0	0.064852337	0.458611351	0.162075706	0.102100666	1.390515752
100861507_at	0.271876549	0	0.387672945	0	0	0	0	0	0	0	0.429162448	0	0	0
100861540_at	7.479285215	7.429748888	7.494053906	8.235459159	8.077797341	7.857349894	7.406257378	7.893543903	7.839251685	8.431579547	6.968997789	8.444321727	7.2509518	5.987730994
100862671_at	8.383994763	8.480800106	8.459231912	8.214953747	8.562663363	8.461885401	8.548193024	8.655558392	8.375954366	7.748757444	8.209655831	7.847580665	8.354973742	7.397993075
10087_at	0.033512897	0.106980316	0.049542055	0.11442457	0	0	0	0.078026946	0.058178526	0.194990269	0.160644179	0.153504714	0.299624697	1.433745347
100885848_at	1.718921105	0	0.422994918	0.123589857	0	0	0	0.239587714	0.181127566	0.129727896	0	0.383087339	0.378667515	0
100885850_at	1.65879484	1.681780857	1.203498131	1.366654285	2.041961091	1.039977186	1.342065628	1.283868125	2.106206242	1.965778608	2.203025292	1.794654705	1.513081101	2.474026033
10089_at	0.134943458	0	0.906543479	0.298172489	0	0.227327151	0	0.300836187	0.228583407	0.312094567	0.218849802	0.392057064	0.657926807	0.559000094
1009_at	0.111741383	0.26040973	0.083871145	0.277553604	0.313696936	0.232925226	0.195044253	0.13121621	0.358418656	0.035335275	0.182106248	0.111228575	0.109823754	1.239050889
10090_at	0.157505586	0.044722707	0.156169319	0.094273636	0.158304238	0	0.064992989	0.064143525	0.047768387	0.161424857	0.174380379	0.28013239	0.053482591	0
10092_at	0	0	0	0	0	0	0	0	0	0	0.316693132	0.08201201	0.194484129	0
10093_at	0	0	0.285641815	0	0	0	0.693997724	0.762627188	0.331013912	0.125249559	0.167397922	0.233766902	0	0.774751252
10094_at	0.567963596	2.97212758	1.542230739	0.809891992	1.706372147	0.879478547	1.549464978	2.475915695	1.267763515	1.668355845	0.852768853	1.608123762	2.520626991	0
10095_at	0.099559225	0	0	0	0.364364355	0	0	0.419966873	0	0.121665686	0	0.295766758	0.642823207	0
10096_at	7.217049556	7.874606715	7.802224562	6.439484338	6.431708205	5.971682118	6.114854465	8.060974401	7.368929188	6.482499097	8.611440606	6.650051334	6.763736447	6.794626834
10097_at	0.347881101	0.327890342	0.158105666	0.064341903	0.209961288	0	0.189096165	0.127129463	0	0.253270006	0.60468456	0.456481992	0.106378946	0.24856394
10098_at	0	0	0	0	0	0	0	0.146239042	0	0.152016057	0.29408415	0	0.122499964	0.284214333
10099_at	4.079441254	5.02602123	3.896413601	4.076825188	4.792064046	4.910232533	4.77857267	4.895951937	4.497250074	4.612218236	3.611993596	5.131998233	4.539885681	3.731544064
100996259_at	2.288349411	2.175004046	0.934997939	0.780867917	3.759110419	1.379374431	1.441070139	2.765996716	1.282209504	2.89169391	3.491589331	2.221241981	2.540986352	2.443892622
100996318_at	0	0	0.488637682	0.294866177	0.108213938	0.094139711	0.128091369	0.544021678	0.183535123	0.067238893	0.090472527	0.387842098	0.383374383	0.2472936
100996365_at	0	0	0	0	0	0.451457928	0	0	0	0	0	0	0	1.013534888
100996379_at	0	0	0	0	0	0	0	0.283178304	0.214855461	0.154388571	0.54562733	0.285770004	0	1.219080248
100996414_at	0	0	0	0	0	0	0	0	0	0	0	0.231813008	0	0
100996442_at	0.75609492	0.329298018	0.301885388	0.66592383	0.911877573	0.218490175	0.378740662	0.530362669	0.286080584	0.344780741	0.835697272	0.8261027	0.691643501	1.835683502
100996485_at	0.389263644	0	0	0.521188139	0	0	0.455399688	0.19721263	1.561871845	0.204864584	0	0.135717821	0	0
100996492_at	1.335155482	2.206225822	1.487851472	1.336101096	1.377264808	1.229396799	1.248211028	1.626591342	1.13627514	2.006274569	1.349805828	1.038748517	0.966353671	1.188048795
100996517_at	0.085259614	0.04716388	0	0	0	0	0	0	0.050372924	0	0.139739218	0.045881555	0	0
100996574_at	2.43643107	2.099260695	3.692399122	2.319721974	2.331506421	3.834667552	2.905022236	3.630418968	1.635706753	1.448523415	3.006731207	2.224435943	3.016600917	5.083978176
100996598_at	0	0	0.447155211	0	0	0	0	0	0	0.679909137	0.861300785	0.474263025	0	0
100996637_at	0	0	0	0	0	0	0	0.286762283	0	0.29754643	0.208338289	0	0.242048124	0
100996693_at	4.752180456	5.004561119	4.629960825	4.888468435	4.818778544	3.816796685	4.637258484	5.294267324	5.873307127	4.688138631	5.386769149	5.019698318	5.273377309	6.353597782
100996701_at	0	0	0	0.149524078	0	0	0	0	0	0	0	0	0	0
100996716_at	0.078693028	0	0.039530836	0	0	0	0.063209583	0.062382927	0.046450039	0.032826124	0.209260537	0.162243935	0	0.444432337
100996717_at	0.012619243	0	0.018719733	0	0	0	0.015109365	0.058731345	0	0.015525714	0.062165072	0.029960711	0	0.059913804
100996720_at	0	0	0	0	0	0	0	0	0.333448069	0	0	0	0	0
100996741_at	0.183481516	0	0.264969462	0.074404942	0	0.210854419	0.148412011	0.279533078	0	0.354312649	0	0.194052573	0	0
100996746_at	0.146388921	0	0.110202579	0	0	0	0.089484575	0	0	0	0.342127862	0.060067553	0	0.599756558
100996758_at	3.73723606	3.605642888	0.878504426	3.46652819	0.561290215	3.595043907	1.193083626	4.145144255	0.793054745	1.603639983	4.392368665	4.670563056	3.307333101	3.328433831
100996763_at	0.243524256	0	0.159824434	0.065064415	0.074257093	0	0.066563474	0.168944013	0.096254196	0.023150006	0.121374768	0.143489946	0	0.172217222
100996792_at	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996842_at	0.152978556	0	0	0	0	0	0.181486818	0	0.258060597	0	0.247176017	0.617656077	0	0.622852589
101_at	0.111656694	0	0.377462361	0	0	0	0	0.25130487	0	0.069772063	0.418009288	0.214335114	0.109740463	0
1010_at	0.920420641	0.273616054	1.127524059	0.457594469	2.889537973	0.916755625	0.818931768	2.320661064	3.121611625	2.65547994	3.992152591	4.552382772	3.351338896	6.69752048
10100_at	1.875868249	1.561757533	1.044921778	0.877645393	1.227901397	1.112325683	0.801434643	0.745477953	0.415722237	1.040565197	0.967848865	1.354187407	1.374240157	1.911400501
10101_at	0.279637062	0.609187808	1.132483836	0.392885617	0.620667618	0.12839009	0.400971204	0	0.727185075	0.410637234	0.619175172	0.712471349	0.14409689	0
10102_at	0.327681251	0.393070984	0.360983542	0.291489838	0	0	0.384686607	0.380167339	0.532558746	0.305131703	0.61589057	0.731030953	0.170213513	0
10103_at	4.67031516	4.539514787	4.288310001	4.884912104	4.903701893	4.733536045	4.549516725	4.708333172	5.256811331	4.684388377	4.394615181	5.317958096	4.228452266	3.123852142
10105_at	0.559780046	0.289007592	0.380746088	0.110075525	0.347476126	0.160757065	0.721793629	0.400841543	1.204364626	0.322166527	0.421596943	0.404368057	0.340339747	0.985925007
101059906_at	0.713200719	0	0.708154983	0.80622402	0.89308858	1.238987342	0.74943635	1.229014468	1.455056125	0.432962737	0.672181989	0.929855691	0.188482746	2.448374317
101059918_at	0	0	0.06218904	0	0	0	0	0	0.072975055	0	0.136198384	0.066514429	0	0
101059938_at	0.299903303	0.360410769	0.118854842	0.094411224	0.301352335	0.487674765	0	1.400087219	0.490145378	0.279085396	0.974566078	0.298611515	1.605254357	0
101059953_at	0.269549518	0	0.13985745	0	0	0	0	0	0.163373215	0	0.297250735	0.149312643	0	0.993881974
10106_at	0.620920214	0.38263718	0.659004856	0.334071575	0.291311913	0	0.236101802	0.286038224	0.217076337	0.156017827	0.423129895	0.5290708	0.149645931	0.123689879
101060022_at	0	0.127012664	0.115755545	0	0.154450554	0	0.182299556	0.180009339	0.373181182	0	0.24825852	0.181715682	0	0
101060024_at	0	0	0	0.171317892	0.282790581	0	0	0	0	0	0	0.118686891	0	0
101060179_at	0.182797952	0	0.264009008	0	0	0	0	0	0.161261342	0	0	0.343553345	0	0
101060200_at	1.377989689	0.225205699	1.052094142	0.508668268	0.871638482	0.344091833	0.748427681	0.792325133	0.858286359	0.465883524	1.250240057	1.210524112	0.685230387	1.58098979
101060226_at	0.081467714	0.027192282	0.096381558	0.076437776	0	0	0.019948838	0.185707568	0	0.060639271	0.054947777	0.065232499	0.032557099	0
101060254_at	8.063375139	8.455799652	8.477261269	8.474545668	8.849744831	9.244853478	9.070601604	9.211442733	8.953896799	8.565030826	8.526207299	8.749853723	8.369663886	6.941649925
101060301_at	0	0	0	0.659948239	0	0	0	0	0	0	0.633927775	0.336817291	0	0.845651212
101060321_at	0.109417666	0.090197261	0.082110611	0.065053512	0	0.095685116	0.191099407	0.128505239	0.186456192	0.0683531	0.480163218	0.12974511	0.207614045	2.785481958
101060341_at	0	0	0.134090265	0.205914378	0	0	0.109048919	0	0	0.403561155	0.149858124	0	0.17466842	0.707066015
101060351_at	0.391203954	0	0.26998998	0.11241918	0.187995773	0.084392483	0.058628198	0.316753552	0.313135121	0.173603442	0.49030447	0.412151656	0.267784167	0.415861381
101060376_at	3.974565032	3.006973562	4.048749544	2.538415909	3.511152464	4.176434688	3.272119581	3.676153249	2.778425193	3.694380761	3.456380251	3.84960873	3.799740446	0.794405184
101060389_at	0.398455949	0	0.275205013	0.168819656	0.438647152	0.167407673	0.117309377	0.115803053	0.168351869	0.334763275	0.235287134	0.449773031	0	0.227238146
101060684_at	2.174709893	2.765615902	2.869963995	2.730012885	2.127854928	0.956979892	2.952239619	1.906616166	2.355825026	3.091799995	2.05726039	3.615744262	2.517779794	3.303656177
10107_at	7.627379167	7.004228279	6.78101852	7.025619531	6.55045579	6.638096844	5.802895763	6.861748856	6.279951017	6.887972487	6.818425602	6.896413386	7.425262331	8.911191402
10109_at	0.055507946	0.174368081	0.081763269	0	0	0	0	0.127970172	0.095833095	0.195251666	0	0.247783993	0.107087472	0.25014099
10110_at	6.263902629	5.696755587	6.650931062	5.69761042	6.781171081	7.085760549	7.012511508	6.954318911	7.126223334	6.065782037	6.102914618	6.151199824	6.775525477	4.682928013
10111_at	0.097194902	0.05386547	0.186672343	0.284015774	0.128847165	0	0.22284365	0.150386036	0.406439651	0.156318169	0.107847807	0.492527706	0.349136513	0.29189736
10112_at	0.388536103	0.194852859	0.784074991	0.649483948	0.774177851	0.106817921	0.454566866	0.503476257	0.88784231	0.346962699	0.28840097	0.707310953	0.119993955	0
10113_at	0.188816503	0.297465818	0.142651934	0	0	0	0	0	0	0	0	0.290021439	0	0
10114_at	0.899324011	1.197639	1.157205658	0.769475054	0.46276888	0.576345718	1.042191255	1.195232874	1.061295515	0.721231116	1.091664548	1.499250409	1.173885	2.965063877
10116_at	0.281171044	0.234122106	0.214051455	0.294821242	0.061107854	0.104213398	0.330976792	0.204956224	0.249007704	0.509963213	0.480717475	0.329968282	0.225369472	1.354954356
10117_at	0.029481912	0.139374919	0	0.034456618	0.058679654	0	0.035259096	0.1344062	0.051232963	0.106051845	0.312012247	0.135700371	0.057353435	0.676165691
101180976_at	0.129108199	0.205778591	0	0.285943707	0	0	0.292045965	0.288508731	0	0.299351987	0.209641265	0.200471342	0.243544697	0.537897162
1012_at	0.088038671	0.072479741	0	0.198290987	0.171875634	0	0	0.103528992	0.287305385	0.054845036	0	0.1702433	0	0
10120_at	0.162667639	0	0	0.097432983	0	0	0	0.190449624	0.393398152	0.197856752	0.377510134	0.307512121	0.159923333	0.89849434
10121_at	0.457746175	0.120820837	0	0.087396132	0	0.245730477	0	0.463009129	0.552875262	0.336599253	0.776458689	0.277807333	0.274488947	1.837787015
10123_at	0.466641081	0	0.079662092	0.181586139	0.106732356	0	0.35002702	0.995199438	0.263760964	0.248689985	1.775844789	1.262221415	1.13767582	3.428824937
10124_at	4.542365489	2.390937384	2.816797639	4.458263873	4.886396032	3.464032664	1.999733954	3.158076147	2.249845035	3.277485441	4.014094925	1.847041586	4.606017978	3.969805392
10125_at	0.043307564	0.070257132	0	0	0.085796548	0.074562906	0.051745791	0	0.074997082	0	0.139889282	0.165189317	0	0.197971255
10126_at	1.226381424	0.224995352	0.820517192	0.445705381	1.293123164	0	0.579197723	1.2999774	1.058490775	0.465481844	0.89599043	0.219229129	0.855825455	0
10127_at	3.055896852	2.64934958	2.231020547	2.594750771	2.9021509	2.508820803	3.11713084	2.976441995	2.821308917	2.685259247	2.812189153	2.741050945	2.522204344	2.431044611
10128_at	0.211740746	1.076892832	0.093755026	0.244983845	0.125410075	0.305505299	0.572539146	0.566210306	0.671883858	0.612066956	0.714918044	1.152303883	0.916278736	3.07246996
10129_at	0.038037154	0	0.074441981	0.029773777	0.025604361	0.022190937	0	0.08837944	0.044304907	0.061941885	0.200096906	0.155029864	0.025019188	0.717857686
1013_at	0.762852882	0.337246735	0.711478715	0.586936163	0	0	0.254241572	0.708212107	0.248191533	0.092228825	0.533820052	0.377120467	1.178587482	0
10130_at	0.287254771	0.282706146	0.177606994	0.141661691	0.5290624	0.298760782	0.397060558	0.273088996	0.470688312	0.21760267	0.66803566	0.706185238	0.230340145	0
10131_at	4.431963471	4.705790888	4.229759934	4.397177535	5.015102329	5.018901372	4.582339716	4.658896668	4.385309311	3.929356681	4.779820157	4.063280485	4.642772285	5.415681273
10133_at	0.554500397	0.097301956	0.325782955	0.432067685	0.118581813	0.103206824	0.140272905	0.588560209	0.457340001	0.704566854	1.648623892	1.337130148	1.173372604	4.330880992
