	d33009	d33018	d33031	d33039	d33120	d33209	d33211	d33369	d33413	d33430	d33451	d33455	d33512	others33013
1001_at	0.731026524	0.750552396	0.331273799	1.150380106	1.563228273	0.884592617	1.246910852	1.356298672	0.980328313	0.858067917	1.875296117	0.996662521	1.361199732	0.740246446
10010_at	0.405009327	0.614233183	1.162790268	0.573231636	1.01724174	0.717831503	0.958452231	0.524002272	1.199826936	0.542176021	1.003995915	0.796815186	0.447627491	0
100101267_at	0.856451453	0.279885379	0.552323935	0.575122615	0.144243326	0.064210119	0.209980184	0.455216924	0.35016449	0.629886689	0.801254691	0.736552768	0.387561521	1.006935888
100101467_at	0	0	0	0	0	0	0	0	0.082441308	0	0.153440966	0.111327104	0	0
10011_at	2.958650207	0.77878301	0.900131222	1.76032174	1.384614719	2.30165252	1.207456135	2.45371701	1.828135506	3.69273474	3.519166216	3.537629112	1.949200799	6.462499927
100113407_at	1.533299885	0.67501662	0.94163494	2.293600724	0.852636786	2.22588263	1.399012275	1.57602573	1.037432462	1.985980671	1.805481021	1.834750047	2.183486394	1.463850732
100125288_at	1.698039354	1.536679023	2.037957179	1.822637037	1.166733901	1.145671378	1.416600333	1.301130837	2.041629639	1.875402206	2.532156746	2.269251327	1.573632005	3.47074914
100126572_at	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100127206_at	0	0	0	0	0	0	0	0	0	0.410761964	0	0	0	0
100127983_at	5.898928778	6.13237809	6.268104362	6.501975248	6.433528433	7.409208717	6.490398163	7.231823055	6.747057412	7.355949368	5.149881844	7.0774717	5.911081869	5.444266118
100128071_at	0	0.442583681	0.406996713	0.329620673	0	0	0	0	0.468733486	0.344843416	0.450250252	0.232119339	0	0
100128108_at	0.08596704	0.138221209	0.449002565	0.100148187	0	0.146486014	0.28774969	0	0.403296481	0.203180251	0.140877102	0.197431187	0	0.67147214
100128327_at	0.186110732	0	0.690703207	0	0.35259977	0	0.220336926	0	0.567735993	0.421321837	0.298698135	1.51787493	0	0
100128496_at	0	0	0.287522065	0	0	0	0	0	0	0	0	0	0	0
100128553_at	0	0	0	0	0	0	0.097524158	0	0	0	0	0.12820074	0	0
100128569_at	7.44438993	5.80358958	7.145651805	5.392681335	5.312453869	5.510487728	6.40862465	6.29748369	6.21371692	5.828145929	6.887610895	6.545106116	6.443137274	7.779626133
100128731_at	0	0	0	0	0.707295486	0	0	0	0	0	0.609494389	0.322560323	0	0
100128908_at	0.161360364	0	0.121627356	0.699082407	0.307952469	0	0.360230872	1.631713837	0.786804155	1.42011166	3.139034216	2.239321303	1.922033473	6.38925732
100128927_at	0	0	0.170327013	0	0	0	0.138838445	0	0	0.14250092	0.190083022	0.138387168	0.114759501	0.267157108
100129083_at	0	0.533418848	0.183156702	0.14614433	0	0	0.149417247	0	0	0	0.2042983	0.367369282	0.778617687	0
100129094_at	0.121144723	0.193393566	0	0.072144082	0	0	0.073802121	0	0.298744062	0	0.197039289	0.188385299	0.331256695	0.508731537
100129098_at	0	0	0	0	0	0	0	0.20264858	0	0	0.146062204	0.139539891	0.170280326	0
100129128_at	0	0	0	0	0	0	0	0	0	0	0.488713829	0.253568781	0	1.114273923
100129216_at	0	0	0	0	0	0	0	0	0	0	0	0	0	2.161147787
100129250_at	3.779487306	2.903795754	3.947319369	3.212755656	3.416610184	3.229295934	3.548317658	3.448045039	3.44936142	3.190151328	3.920035916	3.26181118	2.9750128	3.780340612
100129271_at	0	0	0	0	0	0	0	0.484512204	0	0	0	0	0	0
100129278_at	0.155857015	0.044236365	0.04021283	0.031763184	0	0.046973316	0.032503637	0.182547686	0.047249463	0.097948261	0.088861364	0.295227506	0	0.126672253
100129307_at	6.896033736	5.918738688	6.624391917	6.546447023	6.536005098	6.268791941	6.165178945	7.431013777	6.375105375	6.798825956	6.482944452	5.966254486	6.923819028	4.438993095
100129361_at	3.529068478	4.058269674	4.430934063	4.309745778	4.338225069	3.560982647	4.465787024	4.432330652	4.339035045	3.334281901	3.7013178	4.013575105	3.630211099	5.126302188
100129385_at	0.425293003	1.698566228	2.191452399	1.140235612	2.848849018	1.133236766	2.568089355	2.738784994	2.926662297	3.58232933	5.212742583	4.721703582	3.557718041	7.922422402
100129396_at	0	0	0	0	0	0	0.273591396	0.270257352	0	0.147045018	0	0.096757274	0.2279175	0
100129480_at	2.827408009	2.742830261	3.638147821	3.111078253	2.998387683	3.502679052	3.363835657	3.75729292	3.386793392	4.115834992	3.338442292	4.21308078	3.524507032	2.562040615
100129484_at	6.795961407	6.813760432	6.47927786	6.326217674	7.376687367	6.564054278	6.391966444	6.786454615	6.457448562	6.197169473	6.234268418	6.278207868	6.664238011	7.812716689
100129528_at	4.709274454	4.618243905	3.652120383	3.758198194	4.033184519	4.105219872	3.848944115	4.565625385	4.113317191	4.451898432	4.490620781	4.641585007	4.478850941	5.294337109
100129543_at	0.035137405	0	0	0	0	0	0	0.081748992	0.060973666	0	0.114203118	0.18574775	0	0
100129583_at	0	0	0	0	0	0	0	0	0	0	0.315606405	0.159034257	0	0
100129654_at	0.074771155	0	0	0.087160635	0	0	0.089153255	0	0	0.091546422	0	0.059842899	0	0
100129669_at	0	0	0.615689091	0	0.310326174	0	0.362959255	2.535569292	1.973003815	3.251810212	4.833750564	4.05178136	4.042124687	7.799545001
100129697_at	4.059868671	0.972902751	3.100065641	1.951583477	0.83842228	0.889687517	1.79323242	2.234917921	1.613008002	1.361096777	3.914397492	0.832005906	2.334027393	4.053736201
100129792_at	3.043231393	4.22379412	3.387168031	2.700286172	3.408880825	3.161349039	3.018269866	2.723698717	2.898558514	2.048145903	4.188618907	3.2037774	4.828947876	5.50092027
100129836_at	0	0.411427914	0.37802998	0.16087213	0	0	0	0	0	0.319823402	0	0.311112869	0.260535193	0
100129924_at	1.326447738	0.377738709	0.493185337	0.892131282	0.716434647	1.328316338	0.989579436	1.129963788	0.910787865	1.267129185	0.687670314	1.317048928	0.343995986	0.287517858
100129940_at	2.757030424	4.395715868	2.647005337	3.984602233	4.446721456	3.088909072	3.983786124	3.350274444	3.21655329	1.612362486	2.999726151	1.688646469	1.995621089	3.489280883
100129969_at	0.717928177	1.717170975	0.213828235	0	1.329198997	0.24739319	1.110422938	0.326690915	0.248751072	0.843287645	0.442635957	0.677134382	0.508141864	2.039940079
100130274_at	0.158466103	0	0	0.183867926	0	0	0.187932079	0.631413846	0.266983596	0.192805495	0	0.636563791	0.296382564	0
100130301_at	0	0	0	0.262527951	0	0	1.154261522	0	0	0	0	0.183613625	0	1.794255137
100130311_at	0.483156221	0.5739347	0.288959252	0.368577752	0.378451786	0.119754931	0.237276156	0.304707635	0.762595223	0.385371334	0.661296959	0.439688355	0.257438235	0
100130345_at	0.023532282	0.038338674	0.102107801	0	0	0	0	0.055039694	0.119536033	0.085097564	0.077171178	0.210538577	0.045867877	1.131332637
100130348_at	5.72198362	6.678985107	6.58828946	7.079117632	6.586336917	6.124554692	5.072154816	5.679590012	6.352479986	5.155884151	5.357704762	5.700418119	5.204226861	6.222644003
100130357_at	5.169552621	3.643314046	4.683347002	4.590145933	3.609430943	4.541711507	3.628287182	4.218228816	3.648532134	3.547304307	4.84555345	3.40588702	3.834169259	3.928345328
100130451_at	0	0	0	0.10010944	0	0	0	0	0.147262059	0.203104349	0	0.315365491	0.311645016	0
100130519_at	3.932374123	3.61861692	4.796819208	3.030395365	3.608227451	4.076319769	4.323057456	4.967252414	3.720965958	3.836475131	4.586258659	4.036018498	4.351428583	5.513389134
100130520_at	7.699026588	8.333713952	7.320905872	7.93050878	7.737404083	7.289577798	8.082784353	7.857112923	7.531792459	8.052101294	7.526873927	8.271566351	6.262485975	7.39753514
100130705_at	0.307903015	0.33311699	0.234909747	0.188104952	0.309386706	0.096283834	0.066972966	0	0.700313928	0	0.674626712	0.58987367	0	0.252634455
100130733_at	0	0	0.139205362	0	0	0.161703726	0	0	0	0	0.155542944	0.148618699	0	0.410227807
100130742_at	0	0	0.15519133	0.123589857	0	0	0	0.444996086	0	0	0	0.165624977	0	0.796991275
100130771_at	0	0.141464024	0.128982464	0.102529256	0.171842376	0.149912843	0	0	0.287251914	0	0	0.379104185	0	0
100130827_at	0.384810684	0	0.203484417	0.441364854	0	0	0.166212251	0	0	0.809783906	0.422730839	0.648831225	0	0.988139587
100130880_at	0	0	0	0	0	0	0	0	0	0	0.529793298	0.27675587	0	1.190268423
100130890_at	0.024125455	0	0.035719928	0.028205132	0	0	0.028863468	0	0	0.115128916	0	0.038228676	0	0.217581975
100130933_at	0	0	0.632537967	0	0	0	0	0	0	0.296246966	0.388699063	0	0	0
100130958_at	0	0	0	0	0	0.390951374	0	0	0	0	0	0.192038455	0	0
100130967_at	6.415734818	7.103431056	6.068293122	6.194149534	6.555735536	5.766068009	5.74630938	5.803489767	5.621795381	6.172020362	5.908267746	6.201262585	5.670765361	6.3342931
100130988_at	0.110789037	0	0.161766777	0	0	0.18768063	0.252540886	0.249441773	0.50516358	0.837065858	1.519476118	1.299631473	1.360601025	4.226635727
100131017_at	1.995189295	1.674202193	1.798854325	1.094432551	1.670733108	1.548017309	1.956762162	2.12030541	2.020159473	1.914816565	2.22071463	1.924049662	1.460717789	2.705500494
100131094_at	2.199439533	1.917823104	2.302104952	1.228825693	1.072957564	1.030211388	1.386616765	2.065621868	1.821302318	2.004130477	2.346277936	1.888216364	1.942151458	3.343797885
100131107_at	3.339441172	2.110917203	2.297936668	2.262215857	3.3171841	1.466865144	1.923581631	3.37120664	2.394897067	3.127518556	3.758139025	3.926285759	3.344637041	5.750465405
100131137_at	0.468436325	0	0	0.535171874	0	0	0.940659597	0.539590518	1.005429941	1.644305431	1.190135106	1.151661039	2.005104139	4.353398549
100131187_at	1.809356245	2.123056868	2.016719864	1.047117705	1.717796328	0	1.064564198	1.387047071	1.134993046	0.642368034	2.476415749	1.0619954	0	2.431984552
100131211_at	0.033452048	0.157361259	0.143545661	0.114222496	0	0.05773563	0	0.35316153	0.113900065	0.041088924	0.258156627	0.247040341	0.186804937	0.421876799
100131244_at	5.164624062	6.139235839	5.779830201	5.832283895	6.15788696	5.424862258	6.454604529	6.325262293	5.770953844	6.12841894	6.138080798	6.751692764	5.518931469	4.71536742
100131303_at	1.422902202	0.277134701	0.822944357	0.203402182	0	0.744429167	0.207867834	2.314880446	0	2.221348803	3.023235423	1.613227884	1.600433258	3.188195464
100131378_at	0	0	0	0.137959231	0	0	0.269543653	0	0.201733443	0.276339019	0	0.184577562	0	0
100131390_at	0	0	0.209861712	0	0	0	0	0	0	0	0	0.116178903	0	0
100131439_at	0.435995226	0.254118012	0.432623095	0.498859464	0	0	0.19022918	0.354026755	0.694055442	0.520597397	0.258809556	0.881889326	0	0
100131539_at	1.670075656	1.57008407	1.91865904	1.524625233	2.108819785	1.00559125	1.492945463	2.352573983	1.399257428	1.650375689	2.545061065	1.315744406	1.958676822	3.774290846
100131608_at	0.391343293	0	0.353822639	0	0	0	0.103914319	0.37267286	0.522563808	0	0	0	0	0.679527861
100131801_at	0	0.664485321	0	0	0	0	0	0	0.700888592	0	0	0.361118734	0	0
100131827_at	0.030912294	0	0.090029993	0	0.061496758	0	0.036966199	0	0.053699181	0	0.195007655	0.119314723	0	0.273896634
100131897_at	0.324254656	0	0.153666177	0.235152847	0.071314204	0.061936255	0.125125367	0.308451901	0.122017785	0.086885712	0.463545219	0.137931398	0.375212944	0.314148741
100131980_at	0	0.272531568	0	0	0	0	0	0	0	0	0	0	0	0
100132074_at	0	0	0.131407834	0.104475046	0	0	0.106849053	0	0	0	0.51468054	0.205671903	0	1.162523857
100132146_at	0	0	0	0.135218626	0	0	0	0	0	0	0	0.415877201	0.220161011	0.490658012
100132202_at	3.608596657	2.780805844	3.60040508	3.13870525	2.537756635	2.02363448	3.168544698	2.915656816	2.46373447	2.574989101	3.184729744	3.011236283	2.630023401	1.644103295
100132247_at	1.241897131	0.259722939	1.511090533	0.688024678	0.215938297	0.097454639	0.253936196	0.650445812	0	0.374824682	0.342899029	0.328530277	0.395582548	0
100132386_at	5.218128385	5.925419816	5.242808924	5.477368306	6.092367103	6.228086222	6.131747059	5.218759298	5.665768844	5.326267129	4.900205744	6.133744743	5.276755313	4.404171665
100132406_at	0.23193487	0.062039488	0.163065644	0.044623606	0	0	0.045659145	0.045058441	0	0.092330498	0.063263691	0.075064868	0.178580333	0
100132463_at	0	0	0	0.34553314	0	0	0	0	0.490302068	0	0	0.452147217	0	0
100132476_at	0.218324211	0	0.313685222	0	0	0	0	0	0.362979065	0	0.628448362	0.176427342	0	0
100132565_at	5.65191004	5.146782483	4.923709524	5.382806636	5.697964159	4.57103568	5.20232761	5.773467927	4.66300943	5.544916063	5.309809943	5.74230577	5.023246946	4.987154508
100132813_at	0	0.113187084	0.103111934	0	0	0	0	0	0	0	0.115380978	0.162262649	0	0
100132911_at	0.46153192	0	0.641955466	0.287697428	0.250368406	0	0.420983531	0.919530035	0.580237949	0.85800511	2.392697664	1.597464291	0.945390482	3.199815083
100132916_at	0	0	0	0.245549595	0	0	0	0	0.353322631	0	0	0	0	0
100133204_at	0	0.120338677	0	0.087043362	0.146406571	0	0.089033382	0	0.128310299	0	0.438269284	0.059761623	0	0
100133220_at	0	0.201758534	0.494433975	0.28050366	0.634956608	0.213550408	0.150350762	0	0.401612092	0.154301	0.820185768	0.595347072	0.443709305	0
100133251_at	0	0	0.138969745	0	0	0	0	0	0	0	0	0.076090423	0	0.409593739
100133267_at	0	0	0	0	0	0	0	0	0	0	0	0	0	3.356999951
100133301_at	0.338255815	0.245426273	0.642593445	0.288018608	0.10554089	0.409806185	0.667252634	0.342303367	1.040896049	0.301514385	0.088224425	1.487076929	0.289768396	0
100133941_at	6.592883683	7.255870154	8.133632483	6.300089891	7.063336423	6.458375704	6.247403117	7.018268009	7.198291683	6.300994853	7.19066244	6.572174545	6.825981078	3.924159027
100134391_at	8.369006234	9.167433866	8.915369813	9.472649217	9.73242406	8.126179183	9.409525079	8.949813298	10.51460965	9.202866324	8.669762497	9.646422562	9.132897955	7.443868363
100134444_at	0	0	0	0	0	0	0	0	0	0	0	0.043212045	0	0
100137049_at	0	0.126656987	0	0	0	0	0	0	0	0	0	0	0	0
10014_at	3.582483164	3.084788269	3.466012447	3.06642507	3.325716459	3.019280289	2.958488663	3.513939639	3.388235659	3.567717664	3.894319732	3.92085946	3.724432025	6.072680349
100141515_at	2.805308821	4.613320286	2.609444746	2.257695093	2.586688067	1.580883814	4.138725583	3.084107202	3.094629512	2.884106395	3.627201112	2.528374505	2.233232936	2.63171428
100142659_at	0.069373956	0	0	0	0.136257046	0	0.161005024	0	0	0	0	0.055502622	0.255238705	0.776773067
100144595_at	0.090693872	0	0	0	0.176908912	0.154366855	0	0	0	0	0.283078992	0.141846752	0.173065623	0
100144748_at	0.099851602	0.082263972	0.146045974	0	0	0	0.060655155	0.225844908	0	0.179366598	0.163141969	0.040581913	0	0
10015_at	4.924112115	5.088276216	5.073178662	4.535629449	5.200550976	5.816128571	5.97133059	5.402003837	5.337083062	5.445118113	5.052690766	5.016947438	5.086857821	4.276434906
100151643_at	0	0	0	0	0	0	0	0	0	0	0	1.063113551	0	0
10016_at	8.602084561	8.62600142	8.508799751	8.371367874	8.872187059	8.673238516	8.788116546	8.718825025	8.830125747	9.160263447	9.015474073	9.410674706	8.27097738	6.76171798
100169851_at	1.528192964	0.722125374	1.519731604	1.032063805	1.375860521	2.456278898	1.975060831	3.061420958	3.913164918	0.859359652	2.24955721	2.000149249	1.995315274	1.762684898
10017_at	0	0.251288907	0	0	0	0	0	0	0	0	0.255932715	0	0	0
100170229_at	0	0	0	0	0	0	0	0	0.153030146	0	0	0.327013265	0	0.387869455
100170765_at	1.755605177	1.7868305	0.938090625	0.694513814	0.437212571	0.545618615	2.09425921	2.63315793	0.82428282	2.050970457	3.534580604	2.579177217	3.243778626	4.419095127
100170841_at	0.361209262	0	0	0.222238375	0	0	0	0.153321503	0	0.08188091	0.109984334	0.3383036	0.246453921	0.297324473
10018_at	0	0.046259911	0.082918717	0.188745945	0.056595165	0.049119943	0	0	0.049408495	0.069029027	0.262373458	0.109977136	0.055315159	0
100188893_at	0.238116414	0	0	0	0	0	0	0	0	0	0	0	0	0
10019_at	0.192629191	0.047423358	0.08497737	0.099864734	0.058013362	0.050354073	0.257775633	0.132918726	0.146907833	0.070751234	0.347929411	0.13419923	0.056701908	0.915667452
100190949_at	0.117317778	0	0	0	0	0	0	0	0	0	0	0.09416833	0	0.494561396
100191040_at	0.406100462	0	0.133112057	0	0.177262056	0.154677376	1.167793424	0.386816194	0.295955559	0.400870238	0.148770707	0.332094083	0.173411547	0.393773477
1002_at	0.855723547	0.564429383	0.876450259	0.683130032	1.121532191	0.769472821	0.854842647	1.644941453	1.044943959	1.303361659	2.081116555	1.59620366	1.53591847	3.242938456
10020_at	6.819660815	6.513240524	6.806267971	5.861809484	6.781556624	6.19787679	7.037229925	7.301826917	7.042643911	6.736085339	6.8181697	6.942711883	6.743786206	7.661511376
10021_at	0.171732837	0	0.04449172	0.229788273	0	0.102110981	0.03597241	0.26217096	0.102699944	0.03695634	0.098143716	0.264587522	0.058504753	0.593062422
10022_at	6.286378246	7.362666305	7.431775386	6.070839541	5.654052755	5.400476203	7.090731964	6.678779416	5.303588412	4.713438601	6.764056381	5.571783743	6.600127567	5.875077446
10023_at	0.157843258	0.81339985	0.515699233	0.9616447	0.15864353	0.587948832	0.926448021	1.542908797	0.490458859	0.192056433	0.65943769	0.50002744	0.843905414	0
10024_at	1.670107603	1.856328108	2.157223836	1.205339291	1.936556676	1.068588825	1.515893902	1.993393839	2.294618793	1.053178496	1.812155216	2.653053164	0.46578063	1.740184712
10025_at	7.199612301	7.134931034	7.625422364	6.761144542	6.274866601	6.770212499	6.704702512	7.357418766	6.819006285	6.778817927	7.12618708	7.322079764	7.114215359	8.087061152
10026_at	0.047019515	0	0.069355341	0.107782718	0	0	0	0.209986295	0	0.218097437	0.685984374	0.425343372	0.090956182	1.188515358
100271715_at	6.797977367	6.727348305	7.259582063	6.195455139	6.777171321	6.770979817	7.16121705	7.051893129	7.062581945	7.131653551	6.397125486	7.233772805	7.029861493	5.739236766
100271846_at	4.771013601	2.524159266	4.115900551	3.936706397	4.662988184	4.346612116	4.177315285	5.043343301	5.175422445	3.799847953	4.400196015	4.939840387	4.434243894	5.128223672
100271849_at	0.144853086	0	0.703132444	0	0	0	0.171935367	0	0	0	0.234439022	0	0	0
100271927_at	0.248932943	0.470415779	0.933482118	0.527044451	0.813397168	0.495440443	0.970236517	1.224050189	2.103530114	1.071559056	0.899349259	1.64924766	0.798992345	4.609184975
100286986_at	0.098450485	0.300188432	0.274974074	0.499183351	0	0.317131126	0.225600505	1.001450651	0.16820541	0	0.160901031	0.643661849	0.502010331	0
100287036_at	0.132594867	0	0.192955419	0.154067081	0.255268881	0	0.299499842	0.541286141	0.22472748	0.30697323	0	0	0.249865247	0.550533359
100287045_at	0.286545088	0	0.86120832	0	0	0	0.839877309	0.831344398	0	0.491484448	0.451081762	0.432819452	0.517628308	1.868372798
100287144_at	0.132515339	0	0	0.153975348	0	0	0	0.750585277	0	0	0	0.106476466	0.24972122	0
100287171_at	5.505173301	3.398782766	4.599353093	3.244626273	5.283662039	4.487529141	4.935004618	4.973423137	4.503042106	4.500574288	3.756289837	5.01138574	5.220409419	4.293667056
100287178_at	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287205_at	0	0	0	0	0	0	0	0	0	0	0.215020637	0	0	0.947606906
100287226_at	0	0	0.083254869	0	0	0	0	0	0	0.069310215	0	0.131523546	0.305088984	0.254446234
100287284_at	0.108771402	0.174074311	0.301968899	0.350548744	0.558143131	0	0	0.245104379	0.185383274	0.132830968	0.177377809	0.321230429	0.206427863	0
100287290_at	0.011722045	0.01914668	0.017391413	0.040757697	0.046571407	0	0.014035986	0	0.020462951	0.042843225	0.218536288	0.151108667	0.022936753	0.211019335
100287364_at	0	0	0	0	0	0	0	0	0	0	0.215020637	0.106476466	0	0
100287387_at	0.063825557	0.103094764	0	0.212723332	0	0	0	0	0	0	0.105100085	0.148014178	0	0
100287399_at	0.207058381	0	0	0	0	0	0.12759755	0.241809071	0	0	0.330939948	0.167199862	0.203616545	0
100287482_at	0.374220167	0	0.287018241	0.429437002	0.375983872	0	0	0.433108449	0.33258486	0	0.318889283	0.771753712	0.368333408	1.280567669
100287718_at	0.058644391	0	0	0	0	0	0	0.135014049	0.101169518	0	0.187284045	0.046883667	0.315547309	0.263322826
100287896_at	0.240452433	0	0	0.191000762	0	0	0.195212164	0	0	0	0.38182763	0.194589656	0	1.115804235
100287898_at	0.038637653	0	0	0	0	0	0.046180454	0.174242862	0.131004111	0	0.184013974	0.203236736	0	0.607903333
100287932_at	0.540106069	0.245983415	0.419550868	0	0	0.260135374	0.860945202	0.620005017	0.261557055	0	0.463936722	0.85873341	0	0
100288072_at	0.994666175	0.277418697	1.149893354	0.489764823	0.684763072	0.536763768	0.696544238	0.777686238	0.872827102	0.928705275	2.37345645	1.513747406	1.679957767	4.676934853
100288142_at	6.48240601	6.27004323	6.410283648	5.861280904	6.400160797	6.848394309	7.160611819	6.785387933	6.377324023	6.654056371	6.523630134	6.743862137	6.437328381	6.56824577
100288287_at	0	0.892616265	0	0.689173519	0	0	0	0	0	0	0	0	0	0
100288323_at	0	0	0	0	0	0	0	1.282373824	0	0	0	0	0	0
100288332_at	0.07461971	0.120258691	0.109577685	0.086984843	0	0	0	0.170599736	0.128225246	0.177281371	0	0.172222105	0.143099031	0
100288413_at	3.947359375	4.950980341	4.219578307	3.872280935	4.610785242	5.688721498	5.648414965	4.998119291	5.998370566	5.127389111	3.441445901	5.505666413	4.497111699	2.574349083
100288485_at	0.140880959	0	0	0	0	0	0	0	0	0	0	0.113262074	0	0
100288562_at	0	0	0	0.122304387	0	0	0	0	0	0	0	0.163926555	0	0.448622771
100288687_at	0.102657681	0	0	0	0	0	0	0	0	0	0	0.16019323	0	0
100288695_at	0.049861619	0	0.143462051	0	0.098564822	0	0.059550735	0	0.167549488	0.176228302	0.496965839	0.224028079	0.0963668	0.593776383
100288797_at	7.622866387	7.085963762	7.733707122	7.449712647	6.862097707	6.528609656	6.859034374	6.872674918	6.849731823	6.586969277	6.586684411	7.153594625	7.092901615	7.73122126
100288801_at	0	0	0	0.07960006	0	0	0	0	0	0.162650743	0	0	0.131162409	0
100288960_at	0.739883622	1.655643539	1.61909146	0.461046634	1.230975776	0.552382662	1.399457051	1.098150491	2.827984311	1.172679684	1.57052771	0.856694802	2.396291824	3.977019364
100289187_at	0.127073665	0.08449144	0.076902812	0.030773778	0.052454445	0.045517545	0.261366506	0.431218967	0.255161469	0.32132204	0.872363652	0.46593368	0.625374842	1.908959011
100289561_at	0	0	0	0	0	0	0	0	0	0	0	0.137736986	0	0
100289635_at	0.165396383	0.056285774	0.148411096	0.155456321	0	0.059752928	0	0.229403201	0.278222334	0.163089596	0.40566821	0.323613842	0.13152013	0.159967046
100289678_at	0.363130924	0.073242319	0.691158724	0.41693554	0.59602819	0.151477984	0.383915626	0.460486513	0.638622103	0.3495458	0.75759907	0.66207677	0.643603373	0.690618159
100293516_at	3.22509702	3.617173364	3.099507855	2.490526828	3.65816771	3.809202332	3.40904418	3.831589389	4.241553669	2.419855096	3.249249303	4.797764063	3.471809772	0.915216334
1003_at	0.102277611	0	0.076705344	0.229002495	0	0	0.062149292	0.120170709	0.330304762	0.063833546	0.316693132	0.233249526	0	0
100303755_at	5.903069322	5.801774681	5.882324403	6.479618787	5.529761223	6.717807355	6.477384314	5.708167097	5.773856389	7.57774568	5.372445108	6.391609821	5.329878198	6.08772019
100310812_at	0.0882672	0.096100595	0.044413556	0.035091936	0.059752443	0.101935101	0.035909027	0.136799384	0.198241411	0.107958871	0.577139384	0.159901904	0	0.139479521
100310846_at	1.196830694	0.770158004	1.084532833	0	0.282790581	0.643730532	1.274799205	2.34332485	1.214139462	1.702564431	2.410912916	1.90453346	1.986138453	4.445746957
10036_at	9.0607066	9.298018998	9.237832089	9.224951979	8.336672186	8.983357447	8.860487068	8.917324917	9.198019129	9.497672622	8.288518892	9.931283963	8.962020939	9.916418257
10038_at	0.087187829	0	0.127778207	0.101563365	0.170260996	0	0.376979272	0.91371371	0.284708581	1.506580545	3.284279022	2.078617316	1.733403222	6.22241708
100381270_at	8.958721712	9.376935734	9.297164926	9.002381549	9.652572459	9.713074595	9.929324308	9.642497658	9.758617212	9.978088938	8.671784914	9.768556354	9.012999473	7.128246204
10039_at	0.239581904	0	0.123688307	0	0	0	0	0	0	0.199526686	0.380508845	0.253111861	0	0.368089931
1004_at	2.880916059	3.098609733	2.820520897	4.215984817	4.571297248	3.6010629	3.803420897	4.814987083	5.565201688	3.381260119	4.150038282	3.830382733	3.85566338	5.354043028
10040_at	0.067841023	0.479467522	0.280626125	0.293340498	0.255342383	0.504894632	0.428876935	0.295965307	0	0.307060099	0.568144981	0.690052768	0.360345372	3.363936481
10042_at	0.04350357	0	0	0.099877583	0	0	0	0.195075415	0	0.053393024	0.140501695	0.286132469	0.163849103	0.669969906
100423062_at	0.194986811	0	0	0	0	0	0.23071889	0	0	0	0.569031623	0	0.360947451	0
10043_at	0	0	0	0.095175196	0	0	0	0	0	0.193422731	0	0.127967597	0	0.643657918
100431172_at	0	0	0	0.576176626	0.507453123	0	0	0	0	0.600637296	0.433219292	0.58568661	0	0
10044_at	3.248330233	3.341152294	3.731823894	2.881846934	3.673815163	3.869440105	4.11971589	4.505554876	4.364057833	4.382256028	2.935055851	4.776197563	3.285693076	3.902386952
10045_at	5.596715373	5.761592395	6.091152131	4.700214025	4.700581085	4.129133725	5.432072086	5.576341651	5.372389076	5.743840097	5.521004572	6.059147124	5.027496762	6.579979209
100462981_at	0	0.312950127	0	0	0	0	0	0	0	0	0	0.160632217	0	0
100462983_at	0.288798275	0	0.410837867	0	0.290198872	0	0	0	0	0	0	0.23444294	0	0
100463285_at	0	0	0	0	0	0	0.200615688	0	0	0	0	0.481795278	0	0
100463289_at	0.234198149	0.899870298	0.335726366	0	0	0	0	1.719102909	0.693527317	0.625425594	2.621277249	1.461593242	2.212675644	5.653655541
100463482_at	0	0	0	0	0.287935812	0	0	0	0.253819653	0.183069641	0.243099278	0	0.281905841	0
100463486_at	6.480075838	6.181767474	6.621843312	5.622431231	6.110164014	7.006568413	6.449821344	6.066467606	7.328738275	7.054969096	5.77049108	7.296982358	5.902266332	5.440673737
10047_at	0	0	0	0.106583893	0	0	0	0	0	0	0.149797295	0.273307931	0.470875081	0.396274867
10048_at	5.170149539	5.435855063	5.343522895	5.324347054	5.61711901	6.00684041	5.155794817	5.868066364	4.890305804	5.003329594	5.580785007	5.511901559	5.054780567	5.415860381
10049_at	0.060046157	0	0.088383204	0.070054499	0	0	0.071665697	0.138156002	0.290714803	0	0.360647428	0.225504264	0.222763354	0
100499483_at	0	0	0.085197709	0.034152014	0.11407593	0	0.034947483	0.068166909	0.050782643	0	0.095404929	0.068838483	0	0.374365736
1005_at	0.023247724	0	0.034425374	0	0.046369797	0	0	0	0	0	0.112922287	0.175476469	0	0.108901007
10050_at	0.071691388	0	0.155240244	0.162591758	0	0	0.204936601	1.393107215	0.2368524	1.429822107	2.735563061	2.166237594	2.218137369	5.620517308
100500938_at	5.372112545	5.559745845	5.607977086	4.041304775	5.457616671	5.92384912	4.871459991	4.56611478	5.418534276	5.074570738	4.906134309	5.850947975	5.459018475	5.981148781
100505478_at	0.505173042	0.425801916	0.952308051	0.576176626	0.882116269	0.448804003	0.810400956	1.576766901	1.07125914	0	0	1.001086027	0	0
100505502_at	0	0	0	0	0	0	0	0	0.267353406	0	0	0.127735302	0	0
100505549_at	0	0	0	0.125023382	0	0	0	0.242258306	0	0.131229431	0	0.086189282	0	0
