	conf.int.low	foldChange.MLE	conf.int.up	conservative.foldChange	Signed.P.Zscore	Signed.Q.Value
ZNF597	-1.70112681553563	0.450298274700607	3.00198849800405	0	0.442367708419156	2.96502936349372e-05
ZSCAN18	-2.50165708167004	0.65043084123421	4.05268447230547	0	0.433227841812414	2.96502936349372e-05
ENKUR	-2.25149137350304	0.550364557967412	3.70245248087165	0	0.43315813926771	2.96502936349372e-05
MRPS12	-1.35089482410183	0.400265133067206	2.10139194860284	0	0.428999383127756	2.96502936349372e-05
C1RL	-1.85122624043583	0.450298274700607	3.40225363107127	0	0.428892842393355	2.96502936349372e-05
MAP3K12	-1.30086168246842	0.350231991433809	2.05135880696944	0	0.428068441973314	2.96502936349372e-05
AP3B1	-1.30086168246842	0.350231991433809	2.00132566533604	0	0.427897153889828	2.96502936349372e-05
TEP1	-1.50099424900203	0.450298274700607	2.35155765676984	0	0.427596604017022	2.96502936349372e-05
LYSMD3	-1.55102739063543	0.450298274700607	2.25149137350304	0	0.427434818202726	2.96502936349372e-05
IFITM1	-1.30086168246842	0.350231991433809	1.95129252370263	0	0.425839976922866	2.96502936349372e-05
IFITM3	-1.30086168246842	0.350231991433809	1.95129252370263	0	0.425839976922866	2.96502936349372e-05
IFITM2	-1.30086168246842	0.350231991433809	1.95129252370263	0	0.425839976922866	2.96502936349372e-05
FAM229B	-2.50165708167004	0	3.60238619760487	0	0.425403982738223	2.96502936349372e-05
TMED10	-1.25082854083502	0.350231991433809	1.90125938206924	0	0.424545856926685	2.96502936349372e-05
TSNAX	-1.35089482410183	0.350231991433809	2.25149137350304	0	0.42269250267454	2.96502936349372e-05
BORCS6	-2.55169022330344	0.65043084123421	3.95261818903866	0	0.422081599639348	2.96502936349372e-05
TTYH3	-1.50099424900203	0.400265133067206	2.35155765676984	0	0.42128592106835	2.96502936349372e-05
CHSY3	-2.55169022330344	0	3.80251876413847	0	0.42087103764077	2.96502936349372e-05
RANBP3	-1.50099424900203	0.400265133067206	2.50165708167004	0	0.420402452030223	2.96502936349372e-05
CDC37L1	-1.35089482410183	0.400265133067206	2.10139194860284	0	0.420275840062518	2.96502936349372e-05
C3orf49	-2.45162394003664	0.600397699600813	3.45228677270465	0	0.419638956472697	2.96502936349372e-05
MAF	-1.70112681553563	0.450298274700607	2.65175650657025	0	0.416973468884754	2.96502936349372e-05
TLNRD1	-2.15142509023624	0.550364557967412	3.25215420617106	0	0.415746716702852	2.96502936349372e-05
FCSK	-2.70178964820365	0.750497124501012	4.05268447230547	0	0.415521486401329	2.96502936349372e-05
IL18BP	-2.05135880696944	0.500331416334008	3.35222048943787	0	0.41419924189353	2.96502936349372e-05
BATF	-1.55102739063543	0.400265133067206	2.30152451513644	0	0.413682099907548	2.96502936349372e-05
TMEM170A	-1.70112681553563	0.450298274700607	2.50165708167004	0	0.413526455298509	2.96502936349372e-05
ZNRD2	-2.60172336493685	0	3.75248562250506	0	0.413395957078349	2.96502936349372e-05
TNFAIP8L1	-2.70178964820365	0.600397699600813	4.40291646373929	0	0.412781908864851	2.96502936349372e-05
MMUT	-1.80119309880243	0.450298274700607	2.40159079840324	0	0.412245124832853	2.96502936349372e-05
TMEM179B	-1.40092796573523	0.400265133067206	2.20145823186964	0	0.410665195743753	2.96502936349372e-05
SEC62	-1.30086168246842	0.350231991433809	1.90125938206924	0	0.409283748921151	2.96502936349372e-05
ARL3	-1.50099424900203	0.400265133067206	2.40159079840324	0	0.407404269290092	2.96502936349372e-05
INPP1	-1.40092796573523	0.400265133067206	2.25149137350304	0	0.406946326664322	2.96502936349372e-05
INPP5K	-1.45096110736862	0.400265133067206	2.10139194860284	0	0.406930871793067	2.96502936349372e-05
PARD6B	-2.55169022330344	0	3.80251876413847	0	0.406857158246585	2.96502936349372e-05
PPP1R21	-2.30152451513644	0.600397699600813	2.95195535637065	0	0.405885848183511	2.96502936349372e-05
CES4A	-2.55169022330344	0.150099424900204	3.65241933923828	0	0.405881488503129	2.96502936349372e-05
VMP1	-1.35089482410183	0.350231991433809	2.10139194860284	0	0.405235594352295	2.96502936349372e-05
NDUFA1	-1.20079539920162	0.350231991433809	1.80119309880243	0	0.404325016155362	2.96502936349372e-05
RO60	-1.60106053226883	0.400265133067206	2.35155765676984	0	0.403549216094095	2.96502936349372e-05
PMFBP1	-2.55169022330344	0	3.60238619760487	0	0.40329888491177	2.96502936349372e-05
PDGFC	-2.85188907310385	0.500331416334008	4.70311531353967	0	0.401167686715472	2.96502936349372e-05
SELENOS	-1.30086168246842	0.350231991433809	1.90125938206924	0	0.400535094765174	2.96502936349372e-05
MED18	-1.65109367390223	0.400265133067206	2.50165708167004	0	0.399150445737722	2.96502936349372e-05
ZNF524	-2.45162394003664	0.500331416334008	4.20278389720566	0	0.397433340852633	2.96502936349372e-05
STYX	-1.85122624043583	0.450298274700607	2.95195535637065	0	0.396771388469983	2.96502936349372e-05
RHCE	-2.55169022330344	0	3.80251876413847	0	0.394758865120677	2.96502936349372e-05
RHD	-2.55169022330344	0	3.80251876413847	0	0.394758865120677	2.96502936349372e-05
RAB33B	-1.75115995716903	0.450298274700607	2.60172336493685	0	0.394723759273004	2.96502936349372e-05
FIBP	-1.60106053226883	0.400265133067206	2.40159079840324	0	0.392049365296244	2.96502936349372e-05
TMEM189	-1.75115995716903	0.450298274700607	2.60172336493685	0	0.391188922976214	2.96502936349372e-05
ADAT3	-2.55169022330344	0.100066283266803	3.65241933923828	0	0.390890991295254	2.96502936349372e-05
LETM2	-1.65109367390223	0.400265133067206	2.50165708167004	0	0.389859965095462	2.96502936349372e-05
SLC27A4	-3.05202163963746	0.850563407767817	4.15275075557229	0	0.389827532816006	2.96502936349372e-05
SMIM24	-1.50099424900203	0.350231991433809	2.30152451513644	0	0.389595750530919	2.96502936349372e-05
IL1A	-2.55169022330344	0.150099424900204	3.60238619760487	0	0.389435697692734	2.96502936349372e-05
ACOT4	-2.60172336493685	0	3.75248562250506	0	0.388839208449729	2.96502936349372e-05
INSL6	-1.60106053226883	0.400265133067206	2.35155765676984	0	0.386649431448195	2.96502936349372e-05
MN1	-1.60106053226883	0.400265133067206	2.30152451513644	0	0.385728705008448	2.96502936349372e-05
ID4	-2.65175650657025	0.100066283266803	3.80251876413847	0	0.385056739276279	2.96502936349372e-05
VPS37C	-2.40159079840324	0.550364557967412	3.50231991433806	0	0.384950615868902	2.96502936349372e-05
RRAGA	-1.75115995716903	0.400265133067206	2.95195535637065	0	0.383110581972312	2.96502936349372e-05
SNORD32A	-2.70178964820365	0	3.80251876413847	0	0.382994683959216	2.96502936349372e-05
SNORD32B	-2.70178964820365	0	3.80251876413847	0	0.382994683959216	2.96502936349372e-05
SLC25A4	-1.20079539920162	0.300198849800404	1.75115995716903	0	0.3806518514405	2.96502936349372e-05
EID3	-2.65175650657025	0.500331416334008	4.50298274700607	0	0.380057159841232	2.96502936349372e-05
MOGS	-1.45096110736862	0.350231991433809	2.20145823186964	0	0.379126448308124	2.96502936349372e-05
LACTB	-2.20145823186964	0.500331416334008	3.10205478127086	0	0.37862189568814	2.96502936349372e-05
PSMA5	-1.25082854083502	0.300198849800404	1.80119309880243	0	0.378178303474204	2.96502936349372e-05
GM2A	-1.30086168246842	0.350231991433809	1.90125938206924	0	0.378099012433114	2.96502936349372e-05
ZKSCAN7	-2.80185593147045	0.600397699600813	4.05268447230547	0	0.377888930872183	2.96502936349372e-05
TMEM71	-1.55102739063543	0.250165708167004	2.60172336493685	0	0.376869662313114	2.96502936349372e-05
SART3	-1.80119309880243	0.450298274700607	2.45162394003664	0	0.376208397464327	2.96502936349372e-05
MSANTD2	-2.25149137350304	0.550364557967412	2.95195535637065	0	0.37585856741044	2.96502936349372e-05
PPIB	-1.20079539920162	0.300198849800404	1.70112681553563	0	0.375797942010484	2.96502936349372e-05
CCNG1	-1.50099424900203	0.350231991433809	2.30152451513644	0	0.375620939955848	2.96502936349372e-05
SNU13	-1.25082854083502	0.300198849800404	1.80119309880243	0	0.375399162523176	2.96502936349372e-05
ZNF845	-3.60238619760487	0.700463982867611	4.40291646373929	0	0.374218324872555	2.96502936349372e-05
C18orf32	-1.30086168246842	0.350231991433809	1.85122624043583	0	0.373713262353943	2.96502936349372e-05
POT1	-1.60106053226883	0.400265133067206	2.25149137350304	0	0.373653775582957	2.96502936349372e-05
FBLN5	-2.60172336493685	0	3.75248562250506	0	0.373493526161097	2.96502936349372e-05
SELENOW	-1.20079539920162	0.300198849800404	1.70112681553563	0	0.372387605643698	2.96502936349372e-05
SNORA57	-2.00132566533604	0.450298274700607	3.00198849800405	0	0.372052141896639	2.96502936349372e-05
GRAP2	-2.55169022330344	0.100066283266803	3.55235305597146	0	0.371946850185539	2.96502936349372e-05
FBXO38	-1.45096110736862	0.350231991433809	2.15142509023624	0	0.371743535087742	2.96502936349372e-05
STK24	-1.25082854083502	0.300198849800404	1.95129252370263	0	0.37073588285116	2.96502936349372e-05
FAM209A	-2.60172336493685	0	3.75248562250506	0	0.370266945384722	2.96502936349372e-05
FAM209B	-2.60172336493685	0	3.75248562250506	0	0.370266945384722	2.96502936349372e-05
TMEM86A	-2.95195535637065	0.800530266134416	3.95261818903866	0	0.369197672293107	2.96502936349372e-05
HLA-DMB	-1.60106053226883	0.400265133067206	2.30152451513644	0	0.368700038011248	2.96502936349372e-05
HMG20A	-1.40092796573523	0.350231991433809	2.10139194860284	0	0.367112348277966	2.96502936349372e-05
POLD4	-1.40092796573523	0.350231991433809	2.05135880696944	0	0.366702128923267	2.96502936349372e-05
MPP7	-1.40092796573523	0.350231991433809	1.95129252370263	0	0.365908475162659	2.96502936349372e-05
ZMYM2	-1.40092796573523	0.350231991433809	1.95129252370263	0	0.362616784962473	2.96502936349372e-05
MTERF1	-2.35155765676984	0.500331416334008	3.40225363107127	0	0.362434432329994	2.96502936349372e-05
BYSL	-1.95129252370263	0.450298274700607	2.85188907310385	0	0.361428448662106	2.96502936349372e-05
PABPC4L	-1.55102739063543	0.300198849800404	2.35155765676984	0	0.359463114244557	2.96502936349372e-05
C6orf226	-1.95129252370263	0.400265133067206	2.90192221473725	0	0.359215431469145	2.96502936349372e-05
PCGF6	-2.35155765676984	0.550364557967412	3.20212106453766	0	0.359058771021619	2.96502936349372e-05
FZD4	-2.35155765676984	0.450298274700607	4.05268447230547	0	0.358592361109701	2.96502936349372e-05
SNN	-2.35155765676984	0.500331416334008	3.60238619760487	0	0.35769522654595	2.96502936349372e-05
LEO1	-1.60106053226883	0.350231991433809	2.30152451513644	0	0.356289046785723	2.96502936349372e-05
KDM8	-2.70178964820365	0.500331416334008	4.10271761393888	0	0.355582544362282	2.96502936349372e-05
H2BC11	-2.40159079840324	0.450298274700607	3.65241933923828	0	0.354580430969969	2.96502936349372e-05
C12orf45	-1.50099424900203	0.350231991433809	2.05135880696944	0	0.353203806781953	2.96502936349372e-05
CTSW	-2.35155765676984	0.450298274700607	3.60238619760487	0	0.351127049568975	2.96502936349372e-05
B3GALT1	-2.80185593147045	0.550364557967412	4.15275075557229	0	0.350203856823574	2.96502936349372e-05
GNPAT	-1.80119309880243	0.400265133067206	2.30152451513644	0	0.349688935347377	2.96502936349372e-05
GPR82	-3.10205478127086	0.800530266134416	3.95261818903866	0	0.34824278263452	2.96502936349372e-05
LTBR	-1.70112681553563	0.350231991433809	2.45162394003664	0	0.347242100931007	2.96502936349372e-05
NENF	-2.65175650657025	0.150099424900204	3.60238619760487	0	0.34699247941048	2.96502936349372e-05
KHNYN	-1.45096110736862	0.350231991433809	2.05135880696944	0	0.346902998269798	2.96502936349372e-05
AQP11	-2.50165708167004	0.550364557967412	3.55235305597146	0	0.345348681435227	2.96502936349372e-05
JAG2	-2.70178964820365	0.0500331416334001	3.70245248087165	0	0.345069822417813	2.96502936349372e-05
F5	-2.55169022330344	0.400265133067206	4.00265133067206	0	0.34389716553755	2.96502936349372e-05
ARFIP1	-2.20145823186964	0.450298274700607	3.25215420617106	0	0.34197444908563	2.96502936349372e-05
TOB1	-1.45096110736862	0.300198849800404	2.15142509023624	0	0.341053088928345	2.96502936349372e-05
ITPKA	-3.45228677270465	0.500331416334008	4.60304903027289	0	0.338635292589344	2.96502936349372e-05
CCDC85C	-1.90125938206923	0.400265133067206	2.70178964820365	0	0.33795355399058	2.96502936349372e-05
UPRT	-2.85188907310385	0.65043084123421	3.85255190577187	0	0.336312495704112	2.96502936349372e-05
FBXO45	-1.70112681553563	0.350231991433809	2.50165708167004	0	0.336185720578235	2.96502936349372e-05
AGPAT4	-2.05135880696944	0.400265133067206	3.20212106453766	0	0.335804573872643	2.96502936349372e-05
OMD	-2.95195535637065	0.65043084123421	3.90258504740528	0	0.334916352225435	2.96502936349372e-05
BRK1	-1.30086168246842	0.300198849800404	1.75115995716903	0	0.33441497363075	2.96502936349372e-05
SFXN4	-2.20145823186964	0.450298274700607	2.85188907310385	0	0.333285638328847	2.96502936349372e-05
TNFSF12	-2.85188907310385	0.65043084123421	3.85255190577187	0	0.332289394434207	2.96502936349372e-05
SNX2	-1.30086168246842	0.300198849800404	1.85122624043583	0	0.331285202753494	2.96502936349372e-05
MKRN3	-2.70178964820365	0	3.65241933923828	0	0.330906758632686	2.96502936349372e-05
SRCAP	-1.30086168246842	0.250165708167004	1.95129252370263	0	0.33065776689224	2.96502936349372e-05
SLC16A12	-2.50165708167004	0.350231991433809	4.30285018047248	0	0.330485241545245	2.96502936349372e-05
BORA	-1.45096110736862	0.300198849800404	2.00132566533604	0	0.329691802060589	2.96502936349372e-05
SMCR8	-2.45162394003664	0.500331416334008	3.20212106453766	0	0.328314034854315	2.96502936349372e-05
LENG9	-2.80185593147045	0.500331416334008	3.85255190577187	0	0.328087259791089	2.96502936349372e-05
LBP	-1.75115995716903	0.350231991433809	2.45162394003664	0	0.328020697542801	2.96502936349372e-05
OR10X1	-2.65175650657025	0	3.65241933923828	0	0.32680112082061	2.96502936349372e-05
EGLN1	-1.80119309880243	0.350231991433809	2.65175650657025	0	0.325928042054252	2.96502936349372e-05
AMER1	-1.75115995716903	0.350231991433809	2.35155765676984	0	0.325169067492345	2.96502936349372e-05
ALDH5A1	-3.25215420617106	0.750497124501012	4.00265133067206	0	0.324917419343891	2.96502936349372e-05
HTR2A	-2.35155765676984	0.450298274700607	3.10205478127086	0	0.324916670900238	2.96502936349372e-05
UBXN8	-1.35089482410183	0.300198849800404	1.90125938206924	0	0.324113743737951	2.96502936349372e-05
FAM207A	-2.80185593147045	0.500331416334008	3.95261818903866	0	0.322804726168852	2.96502936349372e-05
DUS4L	-2.40159079840324	0.500331416334008	3.15208792290426	0	0.322172790302964	2.96502936349372e-05
GANAB	-1.55102739063543	0.350231991433809	2.10139194860284	0	0.321141895215146	2.96502936349372e-05
EDN1	-2.60172336493685	0	3.45228677270465	0	0.319761520549719	2.96502936349372e-05
FAM216A	-2.20145823186964	0.400265133067206	3.30218734780446	0	0.316754925953441	2.96502936349372e-05
MAGEH1	-3.15208792290426	0.550364557967412	4.05268447230547	0	0.316513167278997	2.96502936349372e-05
TRMT11	-1.80119309880243	0.300198849800404	2.65175650657025	0	0.316461615270782	2.96502936349372e-05
GBX2	-2.85188907310385	0.450298274700607	3.90258504740528	0	0.314687821756029	2.96502936349372e-05
C1R	-2.75182278983705	0	3.75248562250506	0	0.313785682974272	2.96502936349372e-05
TRAPPC5	-1.70112681553563	0.350231991433809	2.20145823186964	0	0.31177160296372	2.96502936349372e-05
KANK2	-2.55169022330344	0.400265133067206	3.80251876413847	0	0.311454706374761	2.96502936349372e-05
VKORC1	-1.35089482410183	0.250165708167004	1.80119309880243	0	0.309893310995193	2.96502936349372e-05
BST2	-1.70112681553563	0.300198849800404	2.35155765676984	0	0.309534380028402	2.96502936349372e-05
MCRIP2	-2.25149137350304	0.350231991433809	3.30218734780446	0	0.309424399959412	2.96502936349372e-05
PPCDC	-1.70112681553563	0.350231991433809	2.25149137350304	0	0.309290945058876	2.96502936349372e-05
C12orf57	-1.30086168246842	0.250165708167004	1.75115995716903	0	0.309251607116642	2.96502936349372e-05
COQ3	-2.00132566533604	0.350231991433809	2.95195535637065	0	0.308429528643274	2.96502936349372e-05
RBM24	-2.65175650657025	0	3.45228677270465	0	0.307971139144911	2.96502936349372e-05
SOX4	-1.35089482410183	0.300198849800404	1.80119309880243	0	0.307913534281173	2.96502936349372e-05
AMDHD1	-3.15208792290426	0.65043084123421	3.95261818903866	0	0.307299365879802	2.96502936349372e-05
PACC1	-2.00132566533604	0.300198849800404	3.00198849800405	0	0.306372683948811	2.96502936349372e-05
ZNF830	-1.80119309880243	0.350231991433809	2.45162394003664	0	0.30533235397888	2.96502936349372e-05
HGSNAT	-2.35155765676984	0.450298274700607	3.10205478127086	0	0.304827445572267	2.96502936349372e-05
TMC1	-2.65175650657025	0	3.65241933923828	0	0.302932333792441	2.96502936349372e-05
RTCB	-1.30086168246842	0.250165708167004	1.70112681553563	0	0.302332104166423	2.96502936349372e-05
ANGPTL7	-2.85188907310385	0.550364557967412	3.65241933923828	0	0.301252745678485	2.96502936349372e-05
RBX1	-1.25082854083502	0.250165708167004	1.75115995716903	0	0.301170748321612	2.96502936349372e-05
SNORD65	-1.95129252370263	0.350231991433809	2.70178964820365	0	0.299927414366225	2.96502936349372e-05
MANEA	-2.20145823186964	0.400265133067206	2.65175650657025	0	0.298169093631274	2.96502936349372e-05
SLC45A4	-2.05135880696944	0.400265133067206	2.65175650657025	0	0.296926197020906	2.96502936349372e-05
GSTT2	-1.75115995716903	0.350231991433809	2.30152451513644	0	0.296906927127163	2.96502936349372e-05
GSTT2B	-1.75115995716903	0.350231991433809	2.30152451513644	0	0.296906927127163	2.96502936349372e-05
KIN	-1.45096110736862	0.300198849800404	1.85122624043583	0	0.296605876500391	2.96502936349372e-05
ID1	-2.05135880696944	0.350231991433809	2.80185593147045	0	0.296340403317483	2.96502936349372e-05
AP5B1	-2.50165708167004	0.300198849800404	4.9032478800733	0	0.295644312394869	2.96502936349372e-05
PLEKHM1	-2.15142509023624	0.400265133067206	2.95195535637065	0	0.295104611512318	2.96502936349372e-05
SPTLC1	-1.90125938206923	0.350231991433809	2.65175650657025	0	0.294240486780934	2.96502936349372e-05
RPAP3	-1.70112681553563	0.300198849800404	2.25149137350304	0	0.292848464251965	2.96502936349372e-05
GFPT2	-2.75182278983705	0.400265133067206	4.50298274700607	0	0.29244635005788	2.96502936349372e-05
JUNB	-1.45096110736862	0.250165708167004	2.00132566533604	0	0.291707381700234	2.96502936349372e-05
PIGBOS1	-1.55102739063543	0.300198849800404	2.00132566533604	0	0.291388575826879	2.96502936349372e-05
BBS12	-2.75182278983705	0	3.65241933923828	0	0.291122429922943	2.96502936349372e-05
CYB5B	-1.50099424900203	0.250165708167004	1.95129252370263	0	0.290948601535866	2.96502936349372e-05
ENTPD2	-3.00198849800405	0.550364557967412	3.85255190577187	0	0.290773664652471	2.96502936349372e-05
SLC9A5	-3.35222048943787	0.65043084123421	3.80251876413847	0	0.290499625843466	2.96502936349372e-05
KIAA0040	-1.90125938206923	0.350231991433809	2.45162394003664	0	0.289928277375328	2.96502936349372e-05
RRAD	-2.80185593147045	0.500331416334008	3.50231991433806	0	0.289688445257079	2.96502936349372e-05
CCDC47	-1.40092796573523	0.250165708167004	1.90125938206924	0	0.289439111308791	2.96502936349372e-05
MIR23A	-2.95195535637065	0.550364557967412	3.70245248087165	0	0.288046619337871	2.96502936349372e-05
ZNF778	-2.25149137350304	0.400265133067206	3.00198849800405	0	0.287363998007939	2.96502936349372e-05
ZNF487	-2.25149137350304	0.400265133067206	3.00198849800405	0	0.287363998007939	2.96502936349372e-05
ADH5	-1.30086168246842	0.250165708167004	1.70112681553563	0	0.28604463135697	2.96502936349372e-05
C16orf54	-1.75115995716903	0.300198849800404	2.15142509023624	0	0.284702397044581	2.96502936349372e-05
ESYT1	-1.55102739063543	0.300198849800404	2.05135880696944	0	0.283683173995604	2.96502936349372e-05
PAM16	-1.45096110736862	0.250165708167004	1.95129252370263	0	0.282138506517438	2.96502936349372e-05
CXorf21	-2.50165708167004	0.450298274700607	3.05202163963746	0	0.280281808791452	2.96502936349372e-05
EIF3G	-1.30086168246842	0.200132566533604	1.80119309880243	0	0.279399500984717	2.96502936349372e-05
TRIM43	-2.65175650657025	0	3.35222048943787	0	0.277729516168872	2.96502936349372e-05
SMIM15	-1.60106053226883	0.300198849800404	2.10139194860284	0	0.276814854281224	2.96502936349372e-05
NDUFA6	-1.25082854083502	0.250165708167004	1.65109367390223	0	0.276548478376486	2.96502936349372e-05
RAB5B	-1.80119309880243	0.250165708167004	2.60172336493685	0	0.276357112827393	2.96502936349372e-05
NDUFAF5	-2.35155765676984	0.400265133067206	3.05202163963746	0	0.276338769514661	2.96502936349372e-05
MC5R	-1.35089482410183	0.250165708167004	1.75115995716903	0	0.275863453448227	2.96502936349372e-05
HLA-DQB1	-1.90125938206923	0.350231991433809	2.15142509023624	0	0.274649488031944	2.96502936349372e-05
HLA-DQB2	-1.90125938206923	0.350231991433809	2.15142509023624	0	0.274649488031944	2.96502936349372e-05
KLF2	-1.45096110736862	0.250165708167004	2.00132566533604	0	0.274491180582947	2.96502936349372e-05
CDIPT	-1.75115995716903	0.350231991433809	2.20145823186964	0	0.272948564904763	2.96502936349372e-05
KLHL24	-1.45096110736862	0.250165708167004	1.90125938206924	0	0.272667156551171	2.96502936349372e-05
BABAM1	-1.50099424900203	0.250165708167004	1.95129252370263	0	0.271345932885664	2.96502936349372e-05
TMEM19	-1.90125938206923	0.300198849800404	2.55169022330344	0	0.271197315695695	2.96502936349372e-05
SNORA74C-1	-2.85188907310385	0	3.50231991433806	0	0.270851409813405	2.96502936349372e-05
KHDRBS3	-2.30152451513644	0.350231991433809	3.25215420617106	0	0.269675137851441	2.96502936349372e-05
ZIK1	-2.75182278983705	0.450298274700607	3.15208792290426	0	0.269169938037479	2.96502936349372e-05
MTX3	-2.70178964820365	0.450298274700607	3.55235305597146	0	0.266715458345642	2.96502936349372e-05
FRS2	-1.90125938206923	0.300198849800404	2.60172336493685	0	0.266506502611744	2.96502936349372e-05
CBR1	-1.60106053226883	0.250165708167004	2.10139194860284	0	0.266232989233624	2.96502936349372e-05
MTARC2	-1.75115995716903	0.300198849800404	2.15142509023624	0	0.266159753101277	2.96502936349372e-05
UBR1	-1.50099424900203	0.250165708167004	1.95129252370263	0	0.265693482797345	2.96502936349372e-05
GSTP1	-1.30086168246842	0.250165708167004	1.65109367390223	0	0.264992313982489	2.96502936349372e-05
DHRS11	-1.90125938206923	0.250165708167004	2.80185593147045	0	0.264170059707938	2.96502936349372e-05
EFCAB2	-2.80185593147045	0.400265133067206	3.95261818903866	0	0.263765905167462	2.96502936349372e-05
MYL6	-1.30086168246842	0.200132566533604	1.65109367390223	0	0.263691754477301	2.96502936349372e-05
PSME3	-1.65109367390223	0.300198849800404	2.05135880696944	0	0.263124571306163	2.96502936349372e-05
CHURC1	-1.40092796573523	0.250165708167004	1.85122624043583	0	0.260750506368296	2.96502936349372e-05
RPL36	-1.30086168246842	0.200132566533604	1.65109367390223	0	0.259813412066509	2.96502936349372e-05
CD163	-2.35155765676984	0.350231991433809	2.75182278983705	0	0.259274648304792	2.96502936349372e-05
ISG20L2	-1.45096110736862	0.200132566533604	2.00132566533604	0	0.259095287570181	2.96502936349372e-05
MAIP1	-1.60106053226883	0.300198849800404	2.05135880696944	0	0.258725978960289	2.96502936349372e-05
IBA57	-3.30218734780446	0.450298274700607	4.20278389720566	0	0.258292737214775	2.96502936349372e-05
XRCC5	-1.70112681553563	0.300198849800404	2.20145823186964	0	0.257688424568127	2.96502936349372e-05
RPLP1	-1.30086168246842	0.200132566533604	1.65109367390223	0	0.255685243877518	2.96502936349372e-05
RDH14	-1.90125938206923	0.250165708167004	2.70178964820365	0	0.255223053829513	2.96502936349372e-05
APOO	-1.85122624043583	0.300198849800404	2.50165708167004	0	0.255193550583291	2.96502936349372e-05
PPP2CA	-1.45096110736862	0.250165708167004	1.80119309880243	0	0.25465483764621	2.96502936349372e-05
PLEKHG3	-2.65175650657025	0.400265133067206	3.20212106453766	0	0.25462535605943	2.96502936349372e-05
ATP6V1G1	-1.35089482410183	0.200132566533604	1.70112681553563	0	0.252869965799355	2.96502936349372e-05
C9orf85	-1.80119309880243	0.300198849800404	2.20145823186964	0	0.252183408445597	2.96502936349372e-05
EEFSEC	-2.10139194860284	0.350231991433809	2.65175650657025	0	0.251963301768799	2.96502936349372e-05
KIAA2013	-2.45162394003664	0.350231991433809	3.25215420617106	0	0.250904859487859	2.96502936349372e-05
UBE2D1	-2.10139194860284	0.300198849800404	2.70178964820365	0	0.250107583637157	2.96502936349372e-05
XRCC1	-2.20145823186964	0.350231991433809	2.70178964820365	0	0.250032956039743	2.96502936349372e-05
PIGC	-1.90125938206923	0.250165708167004	2.60172336493685	0	0.249443880868977	2.96502936349372e-05
NAT8L	-2.70178964820365	0.0500331416334001	3.30218734780446	0	0.2491731152324	2.96502936349372e-05
ATP6V0D1	-1.65109367390223	0.250165708167004	2.15142509023624	0	0.249002807125008	2.96502936349372e-05
DOCK5	-2.10139194860284	0.350231991433809	2.50165708167004	0	0.248664981256271	2.96502936349372e-05
LAPTM4A	-1.50099424900203	0.250165708167004	1.90125938206924	0	0.24845864022396	2.96502936349372e-05
KRT18	-1.30086168246842	0.200132566533604	1.70112681553563	0	0.244230600266428	2.96502936349372e-05
OR51B6	-2.95195535637065	0.400265133067206	3.60238619760487	0	0.243914687059218	2.96502936349372e-05
SGPP1	-2.15142509023624	0.400265133067206	2.50165708167004	0	0.24334896913837	2.96502936349372e-05
NAXE	-1.50099424900203	0.250165708167004	1.85122624043583	0	0.24278398934052	2.96502936349372e-05
LRRC46	-2.70178964820365	0	3.35222048943787	0	0.240626743346092	2.96502936349372e-05
MEGF8	-3.10205478127086	0.400265133067206	3.90258504740528	0	0.237886033604953	2.96502936349372e-05
SGPP2	-2.80185593147045	0	3.40225363107127	0	0.237162161882354	2.96502936349372e-05
NAGA	-1.60106053226883	0.250165708167004	2.00132566533604	0	0.237101420484253	2.96502936349372e-05
LETM1	-1.70112681553563	0.250165708167004	2.25149137350304	0	0.236345595503754	2.96502936349372e-05
IAH1	-1.70112681553563	0.250165708167004	2.20145823186964	0	0.235105563497127	2.96502936349372e-05
TIGAR	-2.70178964820365	0	3.40225363107127	0	0.232880824162928	2.96502936349372e-05
HOXA5	-1.75115995716903	0.250165708167004	2.25149137350304	0	0.231920456580303	2.96502936349372e-05
SNRPG	-1.30086168246842	0.200132566533604	1.60106053226883	0	0.231656838814784	2.96502936349372e-05
ABCB10	-2.55169022330344	0.350231991433809	3.15208792290426	0	0.23150962270149	2.96502936349372e-05
NDUFB7	-1.40092796573523	0.200132566533604	1.75115995716903	0	0.23060269311825	2.96502936349372e-05
HSPA1A	-3.15208792290426	0.400265133067206	3.95261818903866	0	0.230043466620854	2.96502936349372e-05
HSPA1B	-3.15208792290426	0.400265133067206	3.95261818903866	0	0.230043466620854	2.96502936349372e-05
INTS9	-1.50099424900203	0.200132566533604	1.90125938206924	0	0.230024446445477	2.96502936349372e-05
FZD9	-3.10205478127086	0.450298274700607	3.80251876413847	0	0.229887148456584	2.96502936349372e-05
WBP4	-1.55102739063543	0.200132566533604	1.95129252370263	0	0.228413590853805	2.96502936349372e-05
PIP4K2B	-2.20145823186964	0.300198849800404	2.75182278983705	0	0.227361205077949	2.96502936349372e-05
YIPF5	-1.55102739063543	0.200132566533604	1.90125938206924	0	0.227204042990106	2.96502936349372e-05
RAD54L2	-2.10139194860284	0.300198849800404	2.65175650657025	0	0.226755895086458	2.96502936349372e-05
ARSB	-2.95195535637065	0.300198849800404	4.15275075557229	0	0.226446454382899	2.96502936349372e-05
